en,ha
This is entirely consistent with the biblical example of visions being frequently used by God to reveal His truth to people in the early days of Christianity.,Wannan kwata-kwata yayi daidai da misalin littafi mai tsarki na wahayi da Allah yake yawan amfani dasu don bayyana gaskiyar sa ga mutane a farkon zamanin Kiristanci.
"Some believe that those in hell will eventually cease to exist, but the Lord Himself confirms that it will last forever.","Wasu sun gaskata cewa waɗanda suke cikin jahannama daga ƙarshe zasu daina wanzuwa, amma Ubangiji da kansa ya tabbatar da cewa zai dawwama har abada."
"Even if a particular thing may not hurt us personally, if it harmfully influences or affects someone else, it is a sin.","Ko da wani abu ba zai ɓata mana rai ba, idan ya shafi wani ko kuma ya shafi shi, laifi ne."
"All you have to do is ask God to forgive you through Jesus, believing that Jesus died to pay for your forgiveness – and He will forgive you!","Wace nan addu’a, hanya ce mai sauƙi a furta ga Allah bangaskiyarka a cikin Sa kuma ka gode masa don ya tanadar maka da ceto."
"From this perspective, it definitely makes more “sense” to be a theist than an agnostic.","Daga wannan hangen nesan, tabbas ya samar da '' ma'ana '' kasancewarta mai zuhudu fiye da zuriya."
"Ephesians 4:14 tells us, “Then we will no longer be infants, tossed back and forth by the waves, and blown here and there by every wind of teaching and by the cunning and craftiness of men in their deceitful scheming.” The church is to be a place of fellowship, where Christians can be devoted to one another and honor one another (Romans 12:10), instruct one another (Romans 15:14), be kind and compassionate to one another (Ephesians 4:32), encourage one another (1 Thessalonians 5:11), and most importantly, love one another (1 John 3:11).","Afisawa 4:14 ta gaya mana, “An yi wannan kuwa don kada mu sāke zama kamar yara, waɗanda suke jujjuyawa, iskar kowace koyarwa tana ɗaukar hankalinsu, bisa ga wayon mutane da makircinsu da kissoshinsu.” Ikklisiya ya kamata ya zama wurin zumunci, inda Krista zasu iya sadaukar da kai ga juna kuma su girmama juna (Romawa 12:10), umarni ga juna (Romawa 15:14), zama masu kirki da jin kai ga juna (Afisawa 4:32), karfafa juna (1 Tassalunikawa 5:11), kuma mafi mahimmanci, kaunaci juna (1 Yahaya 3:11)."
No one else can rightly claim those titles.,"A matsayin masu zunubi, ba zamu iya kaiwa can da kanmu ba."
"Death in the Scriptures refers to a “separation.” Everyone will die, but some will live in heaven with the Lord for eternity, while others will live a life in hell for eternity.","Kowa zai mutu, amma wasu zasu zauna tare da Ubangiji har abada, wasu kuma zasu yi rayuwa cikin wuta har abada."
"Christ has “disarmed the powers and authorities,” and He has “made a public spectacle of them, triumphing over them by the cross” (Colossians 2:15).","Kristi ya “Ya ƙwace makaman masarauta da na masu iko,” kuma ya “kunyata su a fili, da ya yi nasara a kansu a kan gicciyen” (Kolosiyawa 2:15)."
Here are some general biblical principles that may apply to getting a tattoo:,Wani batu da zamu duba shine ado mai dama-dama.
Paul’s charge to us in Romans 13:8 to owe nothing but love is a powerful reminder of God’s distaste for all forms of debt that are not being paid in a timely manner (see also Psalm 37:21).,Biyan bashin da Bulus yayi mana a cikin Romawa 13:8 bashi kawai sai kauna shine tunatarwa mai ƙarfi game da ƙyamar Allah ga kowane nau'in bashi da ba'a biyan shi akan lokaci (duba kuma Zabura 37:21).
We can persevere in our efforts to overcome sin because we know that He is faithful to His promises.,A dage da sanin cewa Shi mai aminci ne ga alƙawaran Sa!
"As we abandon our own desires in submission to the One who knows our circumstances far better than we ever could and who “knows what you need before you ask” (Matthew 6:8), our prayers reach their highest level.","Yayinda muka bar son zuciyarmu cikin sallamawa ga Wanda ya san yanayinmu fiye da yadda zamu iya kuma wanda ""ya san abin da kuke buƙata kafin ku roka"" (Matiyu 6: 8), addu'o'inmu suna kaiwa ga matakinsu mafi girma."
"Even when adultery is committed, a couple can, through God’s grace, learn to forgive and begin rebuilding their marriage.","Ko da yake anyi fasiƙanci ma’aurata zasu iya, ta rahamar Allah, koyi yin gafara kuma su fara sake gina aurensu."
"""God, I know that I have sinned against You and am deserving of punishment.&nbsp;But Jesus Christ took the punishment that I deserve so that through faith in Him I could be forgiven.","Amma Yesu Kiristi ya ɗauki hukuncin da ya cancance ni, don ta wurin bangaskiya a cikinsa in sami gafartawa."
Answer,Amsa
"At the same time, Christians can rest assured that being a soldier is highly respected throughout the Scriptures and know that such service is consistent with a biblical worldview.","A lokaci guda, Krista za su iya tabbata cewa kasancewa soja ana girmama shi sosai a cikin Littattafai kuma sun san cewa irin wannan sabis ɗin ya yi daidai da hangen nesa na duniya."
Calvinism holds to the total depravity of man while Arminianism holds to partial depravity.,Addinin Calviniyanci yana riƙe da lalacewar mutum gabaki ɗaya yayin da Arminiyanci ya keɓe wani ɓangare na lalata.
How complex is the DNA “code” that we carry in every cell of our bodies?,Yaya wuyar “tsarin rubutun asiri” na DNA da muke ɗauke cikin kowace dan ƙanƙanen ƙwai na naman jikin mu?
The child who is a result of rape/incest could be given in adoption to a loving family unable to have children on their own.,"Yaron wanda ya kasance sakamakon fyade/lalata ana iya ba da shi don tallatawa ga ƙaunataccen dangi da ba zai iya haifan yara da kansu ba, ko kuma za a iya renon yaron daga mahaifiyarsa."
Intelligent Design Theory is not always exactly the same as biblical creationism.,Ka'idar Zane mai hankali ba halittar littafi mai tsarki bane.
Therefore honor God with your body” (1 Corinthians 6:19-20).,"To, sai ku ɗaukaka Allah da jikinku.” (1 Korintiyawa 6: 19-20)."
This is a principle that should be in force before the marriage begins.,Wannan wata ka'ida ce da ya kamata ta kasance mai amfani kafin a fara aure.
"First Timothy 4:8 informs us, “For physical training is of some value, but godliness has value for all things, holding promise for both the present life and the life to come.” Notice that the verse does not negate the need for exercise.","1 Timothawus 4:8 ya sanar damu, ""Horon jiki yana da ɗan amfaninsa, amma bin Allah yana da amfani ta kowace hanya, da yake shi ne da alkawarin rai na a yanzu da na nan gaba."""
"In exchange, God imputed the righteousness of Christ to believers and credited our accounts with His righteousness, just as He had credited our sins to Christ’s account (2 Corinthians 5:21).","Ya ɗora zunubanmu ga Yesu, Allah ya ɗauke shi kamar shi mai zunubi ne, kodayake ba shi ba, kuma ya sa shi ya mutu domin zunuban duniya duka (1 Yahaya 2:2)."
"If all women are more easily deceived, why would they be allowed to teach children (who are easily deceived) and other women (who are supposedly more easily deceived)?","Wancan tunani abin gardama ne---amma idan mataye da sauƙi a ruɗar dasu, me yasa za a yarje masu su koya wa yara (waɗanda da sauƙi ne su ruɗu) da waɗansu mataye ( waɗanda an ɗauka suna ruɗuwa da sauƙi)?"
Another root of the conflict between Jews and Arabs is political.,"A zahiri, tsawon dubunnan tarihin Gabas ta Tsakiya, Yahudawa da Larabawa suna rayuwa cikin kwanciyar hankali da rashin kulawa da juna."
They found absolutely nothing.,Ba su sami komai ba.
John was then sentenced to the mines on the prison island of Patmos.,Daga nan aka yanke wa Yahaya hukuncin haƙar ma'adinai a tsibirin kurkukun Patmos.
We need not question the faith of our brothers and sisters in Christ who disagree with us about the age of the earth.,Bai kamata mu yi tambaya game da bangaskiyar 'yan'uwanmu maza da mata cikin Kristi waɗanda ba su yarda da mu game da shekarun duniya ba.
Answer,Amsa
"You shall not covet your neighbor’s wife, or his manservant or maidservant, his ox or donkey, or anything that belongs to your neighbor.” This is a command against desiring anything that is not one’s own.","A ranar ba za ka yi kowane irin aiki ba, ko kai, ko 'ya'yanka, ko barorinka, ko dabbobinka, ko kuwa baƙon da yake zaune tare da ku."
C.,C.S.
"When he fell, Satan took some of the angels with him—one third of them, according to Revelation 12:4.","Lokacin da ya faɗi, Shaidan ya ɗauki wasu mala'iku tare da shi - sulusin su, a cewar Ru'ya ta Yohanna 12:4."
"Another crucial point is that the purpose of the Bible is to point the way to salvation, not to reform society.","Wani mahimmin mahimmanci shine cewa manufar Littafi Mai Tsraki shine nuna hanyar samun ceto, ba don gyara al'umma ba."
Perhaps scars from past hurts have resulted in an overwhelming sense of rejection or abandonment.,"Idan haka ne kake yanzu nan, mai yiwuwa kana ji a zuciya da yawa, kamar ji irin su rashin bege da fid da rai."
Sproul,English
"Adam and Eve chose, of their own free will, to disobey God and eat the forbidden fruit.","Adamu da Hauwa'u sun zaɓi, cikin 'yanci bisa yardar kaina, su yi wa Allah rashin biyayya su ci' ya'yan itacen da aka hana."
"We believe that the answer to these three questions is a resounding ""no.""","Mun yi imanin cewa amsar waɗannan tambayoyin guda uku ce ""a'a."""
"Since God obviously desired humanity to be diverse in appearance, it makes sense that God would have given Adam and Eve the ability to produce children of different skin tones.","Tunda a bayyane yake cewa Allah yana son bil'adama su banbanta sura, yana da ma'ana cewa Allah zai ba Adamu da Hauwa'u ikon samar da yara masu launin fata daban-daban."
"First, they claim that the church has corrupted the Bible over the centuries; thus, they have re-translated the Bible into what they call the New World Translation.","Na farko, suna da’awar cewa coci ya gurɓata Littafi Mai Tsarki a cikin ƙarnuka da yawa; don haka, sun sake fassara Littafi Mai Tsarki zuwa abin da suke kira Sabuwar Fassarar Duniya."
"It is important, if you have not made a habit of daily studying and memorizing God’s Word, that you begin to do so.",Ka mai da shi al’ada kar ka bar Kalma sai bayan da ka rubuta abin da ka tsinta daga gareta.
"In New Testament times, sometimes doctors, lawyers, and even politicians were slaves of someone else.","A zamanin Sabon Alkawari, wani lokacin likitoci, lauyoyi, har ma da 'yan siyasa bayin wani ne."
"Too often, the focus of fasting is on the lack of food.","Sau da yawa, mahimmancin azumi kan rashin abinci."
Or what fellowship can light have with darkness?” (2 Corinthians 6:14).,Ko kuwa me ya haɗa haske da duhu?” (2 Korintiyawa 6:14).
"In a world filled with sinful people (Romans 3:10-18), war is inevitable.","A cikin duniyar da take cike da mutane masu zunubi (Romawa 3:10-18), yaƙi babu makawa."
There is no speech or language where their voice is not heard.,"Ba magana ko kalma da aka hurta, Ba wani amon da aka ji, Duk da haka muryarsu ta game duniya duka, Saƙonsu ya kai ko'ina a duniya."
The men who wrote the New Testament and many hundreds of other believers (1 Corinthians 15:6) knew the truth of their message because they had seen and spent time with Jesus Christ after He had risen from the dead.,Mutanen da sun rubuta Sabon Alkawari da yawan ɗarurrukan sauran masu bada gaskiya (1Korantiyawa 15;6) sun san da gaskiya saƙon su domin sun ga da kuma an kashe lokaci da Yesu Kiristi bayan da ya tashi daga matattu.
"We can be saved by grace alone, through faith alone, in Jesus Christ alone.","Zamu iya sami ceto ta alheri kaɗai, ta wurin bangaskiya kaɗai, cikin Yesu kaɗai."
Prayer is simply talking to God.,Addu’a a sauƙaƙƙe shine zance da Allah.
"In John 14:6, Jesus says, “I am the way and the truth and the life.","A cikin Yahaya 14:6, Yesu ya ce, ""Ni ne hanya, ni ne gaskiya, ni ne kuma rai."
"We will rejoice all the more because we can praise and worship the Lord in the company of other believers, especially those we loved on earth.","Za mu yi farin ciki sosai domin za mu iya yabo da bautar Ubangiji tare da sauran masu bi, musamman waɗanda muke ƙauna a duniya."
"In Jesus’ amazing life, He kept the entire Old Testament law perfectly and fulfilled the prophecies concerning the Messiah (Matthew 5:17).","A cikin rayuwar Yesu mai ban mamaki, Ya kiyaye dukkan dokar Tsohon Alkawari kamalalle da cikar annabtai game da Mahadi (Matiyu 5:17)."
"Peter, speaking to the Sanhedrin, clearly proclaimed Jesus as the only way to heaven: “Salvation is found in no one else, for there is no other name under heaven given to mankind by which we must be saved” (Acts 4:12).",Yesu ne kaɗai hanyar ceto domin shi ne kaɗai hanya ɗaya wanda zai iya biya mana hukuncin zunubanmu (Romawa 6:23).
Judas was a manifestation of perdition.,"Bayan da ya tsarkake zunubanmu, sai ya zauna a dama da Maɗaukaki a can Sama.”"
Answer,Amsa
"At the judgment seat of Christ, believers are rewarded based on how faithfully they served Christ (1 Corinthians 9:4-27; 2 Timothy 2:5).","A kursiyin shari'a na Kristi, ana ba wa masu imani lada bisa ga yadda suka yi wa Kristi aminci (1 Korantiyawa 9:4-27; 2 Timothawus 2:5)."
"However, humanity brought sin into the world, and is therefore separated from God.","Amma dai, ɗan adam ya kawo zunubi zuwa cikin duniya, kuma saboda haka ya rabu daga Allah."
We can ask God to increase our faith and knowledge of Him.,Muna iya roƙon Allah ya ƙara mana bangaskiya da saninsa.
