ha,sw
Ko ka yanke shawara domin Kiristi saboda abin da ka karanta anan?,"Je, utaomba maombi ya kutubu na ufanyike kuwa kiumbe kipya ndani ya Kristo hivi leo?"
Abubuwa sun faru a rayuwata waɗanda ba su da bayyanin yiwuwa dabam ban da Allah.,Maoni ya kwanza yasema kwa kuwa Mungu ni kile ambacho zaidi yake hakuna.
Gardama ko an yarda a kashe aure da sake yin aure bisa ga Littafi Mai Tsarki tana kewaye ne da farko kan kalmomin Yesu cikin Matiyu 5:32 da 19:9.,Utofauti wa maoni juu ya talaka na kuoa tena unatokana na maneno ya Yesu katika Mathayo 5:32 na 19:9.
Amsa,Jibu
"Lokacin da Allah ya kawo Hauwa’u ga Adamu a cikin auren farko, an halicce ta daga “tsokarsa da ƙashinsa” (Farawa 2:21) kuma sun zama “nama ɗaya” (Farawa 2:23–24).","Wakati Mungu alimletea Adamu Hawa katika ndoa ya kwanza, alimuumba kutoka kwa “nyama na mifupa” ( Mwanzo 2:21) na wakawa “mwili mmoja” (Mwanzo 2:23-24)."
"Kawai batsa, lalata auren da mala'iku suka yi da matan mutane za su ba da hujjar irin wannan hukunci mai tsauri.",Ni ndoa isiyo halali ya malaika na binti za wanadamu ionekanayo kuthibitisha hukumu hii kali.
Akwai “rashiin yarda” da yawa ga wannan ra’ayi na mataye cikin ma’aikata/fastoci mataye.,Kuna upinzani mwingi juu ya wanawake kuhudumu katika uchungaji.
"Don fahimta da fassarar sassa a cikin Littattafai waɗanda ke magana da al'amuran ƙarshen zamani, akwai abubuwa biyu waɗanda dole ne a fahimta sarai: hanyar da ta dace ta fassara Nassi da kuma banbanci tsakanin Isra'ila (Yahudawa) da coci (jikin duk masu bada gaskiya ga Yesu Kiristi).",Daar is egter twee aspekte wat duidelik verstaan moet word: ‘n behoorlike manier om verse te vertok (begryp) en die onderskeid tussen Israel (Jode) en die kerk (die liggaam van gelowiges in Jesus).
"Fewan kwanakinmu a nan duniya sun yi gajeru kuma masu daraja dangane da lahira wanda bai kamata mu ɓata lokaci kan son kai ba, amma muyi amfani da shi a kan “abin da ke da kyau domin gina waɗansu bisa ga bukatunsu” (Afisawa 4:29).","Siku zetu ulimwenguni ni fupi na za dhamana ukilinganisha na milele hatupaswi kuharibu wakati na vitu vya uchoyo, ila tutumie “kile pekee kina manufaa katika kujenga wengine kwa mahitaji yao”(Waefeso 4:29)."
"Sake, idan za a iya kauce masa, babu.","Pia ikiwa itaweza kuepukika, la."
"Babu wani abu a cikin Littãfi da zai nuna cewa addu'o'in kamfanoni sun ""fi ƙarfi"" fiye da addu'o'in mutum ɗaya ta ma'anar motsa hannun Allah.",Hakuna kitu katika maandiko cha kupendekeza kuwa maombi ya pamoja “yako na nguvu” kuliko ya mtu mmoja katika hali kuwa yanautembesha mkono wa Mungu.
Yahuda 6 kuma ya ambata mala'ikun da suka yi zunubi.,Yuda 6 anawataja malaika waliosini.
"Na farko, ingantacciyar hanyar fassara nassi tana buƙatar fassara Littattafan ta hanyar da ta dace da mahallin.",Eerstens die behoorlike manier om Skrif te vertolk beteken dat die interpretasie op ‘n manier moet wees wat konstand is met die konteks waarin dit gebeur.
"Akasin wannan, Kiristoci a tarihance sun koyar da cewa babu wanda zai iya cimma matsayin Allah - shi kaɗai ne mai tsarki (1 Sama'ila 2:2).","Kinyume na hii, Wakristo katika historia wamekuwa wakifunza hakuna mtu atakaye fikia cheo cha Mungu- ni yeye peke ambaye ni  mtakatifu (1 Samueli 2:2)."
Mahaifin Kirista hakika kayan aiki ne a hannun Allah.,Baba Mkristo ni chombo katika mikono ya Mungu.
"Wannan ya cire mataye daga hidima a matsayin fastoci, wanda tabbatacce ya shafi yin wa’azi ga, koyarwa, da kuma samun ikon ruhaniya bisa kan mazaje.","Hii inajumuisha huduma ya uchungaji, uhubiri, walimu na mamlaka ya kiroho juu ya wanaume."
Koma zuwa shafin gida na Hausa,English
"Kowane Nassi hurarre na Allah ne, mai amfani ne kuma wajen koyarwa, da tsawatarwa, da gyaran hali, da kuma tarbiyyar aikin adalci, domin bawan Allah ya zama cikakke, shiryayye sosai ga kowane kyakkyawan aiki.”","Maandiko yote yametolewa kwa pumzi ya Mungu na yanafaa kwa mafundisho, kwa kuonya, kwa kurekebisha, kwa kuelekeza katika hakii ili mtu wa Mungu akamilishwe kwa ajili ya kila kazi njema.”"
"Inji Littafi Mai Tsarki “Kowa yă girmama aure, Gădon aure kuwa yă zauna marar dauɗa, don fasikai da mazinata Allah zai hukunta su” (Ibraniyawa 13:4).","Bibilia yasema kwamba “Ndoa na iheshimiwe na watu wote, na malazi yawe safi; kwa maana waasherati na wazinzi Mungu atawahukumia adhabu” (Waebrania 13:4)."
Amma Kristi ya ɗauki horon kansa a madadinmu- Ya musanya kansa da mu kuma ya ɗauki abin da ya cancanta.,Lakini Krisot aliichukua adhabu yeye mwenyewe badala yetu.
Ganin aikin Allah MURARAN na almajirin Yesu da dukkan zuciya ne wanda da gaske ya tsai da bin muradin kansa/ta cikin rayuwa don shi ko ita ta iya bin manufofi Allah cikin rayuwa.,Haya ni sawa na maisha ya kikristo.
Da ya zama don manufar sadar da Maganar Allah da mutumin da ke na wata yare (Ayyukan Manzanni 2:6-12).,Ingekuwa ni kwa ajili ya kuwasilisha ujumbe wa Mungu kwa Mtu wa lugha nyingine( matendo ya mitume 2::6-12).
"Ba kuma Adamu aka yaudara ba, matar ce aka yaudara har ta ƙeta umarni” wannan ne dalilin.",Wala Adamu hakudanganywa ila mwanamke alidanganywa kabisa akaingia katika hali ya kukosa.” Hii ndiyo sababu.
"Wasu suna zato cewa lokacin da Allah ya rikitar da harsuna a hasumiyar Babel (Farawa 11:1-9), shi ma ya halicci bambancin launin fata.","Wengine wanadhania kuwa, wakati Mungu alichanganyisha lugha katika mnara wa Babeli (Mwanzo 11:1-9), pia aliumba rangi tofauti."
"Ba a haifi Yesu cikin zunubi ba; ma'ana, bashi da dabi'ar zunubi (Ibraniyawa 7:26).",Yesu hakuzaliwa kwa dhambi; hiyo ni kusema hakuwa na hali ya dhambi (Waebrania 7:26).
"Ga Sabon Alkawari, tsarin amincewa da tarawa ya fara a ƙarnin farko na cocin Kirista.","Kwa agano Jipya, mjakato wa kuvitambua kusanyiko la vitabu ulianza katika karne ya kwanza ya kanisa la Kikristo."
Me yasa ba zaka kashe kanka ba?,Kwa nini usijiue?
Yakamata a bi horo na jiki koyaushe ta hanyar ta'azantar da yaro tare da tabbacin cewa an ƙaunace shi/ita.,Adhabu ya fimbo kila mara lazima iwe imefuatwa pindi tu tunapokabiliana na mtoto kwa uakikisho kuwa amempendwa.
Waɗanda ke cikin jahannama za su amince da cikakken adalcin Allah (Zabura 76:10).,Wale walio jahannamu watatambua haki kamili ya Mungu (Zaburi 76:10).
"Idan haka ne, don Allah danna kan “Na riga na karɓi Kiristi yau” botin na ƙasa.","Kwa kumwamini Kristo Yesu, aliye adhibiwa kwa ajili ya dhambi alipokufa msalabani, ndiyo maana ya sisi “kuzaliwa mara ya pili” kiroho."
Tabbas ba haka bane!,Kawaida hapana.
"Ezekiyel 28:12-14 ya bayyana Shaidan kamar yadda aka halicce shi kerubim, a bayyane yake mafi girman mala'ika halitta.","Ezekieli 28:12-14 inamwelezea Shetani kuwa, aliumbwa awe kerubi, kawaida mlaika mkuu."
"A lokaci guda, dangane da sakamako na har abada da ceto, dukkan zunubai iri ɗaya ne.","Kwa wakati huo huo kuambatana na madhara yote ya milele na wokovu, dhambi zote ni sawa."
"Tabbas, basu magance asalin baƙi kuma, don haka sun koma ga asalin ba tare da amsar sahihiya ba.","Ingawa hawangazii asili ya viumbe vigeni pia, kwa hivyo wameenda nyuma kwa jadili la asili bila kuwa na jibu sahihi."
Abin da ya canza a tsawon shekaru shine abin da ke cikin imanin mai bi.,Chenye kimebadilika katika miaka ni ujumbe wa imani ya muumini.
"A zahiri, Littafi Mai-Tsarki ya bamu mabuɗan dalilai da dama da ba za a iya samu ba.","Kwa kweli, Bibilia inatupa sababu kuu nyingi ni kwa nini hakutakuwa na uai."
"Kamar yadda muka gani a baya, raunin gani na farko sine cewa Matiyu 22:30 ya ce, “Domin a tashin matattu, ba a aure, ba a aurarwa, sai dai kamar mala'ikun da suke Sama ake.” Koyaya, rubutun bai ce ""mala'iku ba za su iya yin aure ba.""","Vile imekwisha nakiliwa udhaifu wa mtazamo wa kwanza ni kwamba Mathayo 22:30 yasema, “Kwa maana katika kiyama hawaoi wala hawaolewi, bali huwa kama malaika mbinguni.” Ingawa ujumbe huu hausemi kuwa “malaika hawana uwezo wa kuoa.” Bali wasema kuwa malaika hawaoi."
"Wasu fasalolin halittu sun sabawa daidaitaccen bayanin kwatsam na Darwin, saboda sun zama kamar an tsara su ne.","Baadhi ya sehemu sinaharibu lile elezo la Darwin la kijumla, kwa sababu zinaonekana kuwa zilikuwa zimepangwa hivyo."
Addu'o'in ƙungiyoyi suna haɓaka mana kuma suna haɗa mu yayin da muke raba imaninmu ɗaya.,Maombi ya pamoja hujenga na kuleta umoja tunaposhiriki imani moja.
"Idan haka ne, don Allah danna kan “Na riga na karɓi Kiristi yau” botin na ƙasa.",Rudi kwa ukurasa wa nyumbani wa Kiswahili
Ya gaya mana yadda Allah yake.,Inatueleza Mungu anakaa namna gani.
Ana samun bayanan Jibin Maraice na Ubangiji a cikin Linjila (Matiyu 26:26-29; Markus 14:17-25; Luka 22:7-22; da Yahaya 13:21-30).,Matukio ya mesa ya Bwana yanapatikana katika injili (Mathayo 26:26-29; Mariko 14:17-25 Luka 22:7-22; na Yohana 13:21-30).
Amsa,Jibu
Amsa,Jibu
"Dalilin tsananin, dalilin fyaucewa, ma'anar 1 Tassalunikawa 5:9, da fassarar Wahayin Yahaya 3:10 duk suna ba da goyon baya sarai ga matsayin kafin fitina.","Lengo la matezo, lengo la unyakuzi, maana ya 1 Wathesalonike 5:9, na ufafanuo wa Ufunuo Wa Yohana 3:10 yote yanaunga wazi matezo kabla ya."
"Kusa da alaka da wannan da’awa na karshe, Yesu ne kuma aka ce shine “wanda zai yi wa rayayyu da matattu shari’a” (2Timoti 4:1).","Pamoja na haya Yesu ndiye atakayekuja, “kuhukumu wafu na walio hai” (Timotheo wa pili 4:1)."
"A cikin wannan surar, manzo Bulus ya bayyana dalilin da ya sa yake da mahimmanci a fahimta da kuma yin imani da tashin Almasihu.","Kifungu kinacho angazia ufufuo wa Yesu in 1Wakorintho15, katika mlango huu Paulo anaeleza ni kwa nini ni muimu kuelewa na kuamini ufufuo wa Kristo."
"Lokacin da mummunar dangantaka ta kasance tsakanin kyawawan abubuwa guda biyu zai kira wannan mummunan, amma ba zai zama “abu” da ke buƙatar Allah ya halicce shi ba.","Wakati uhusiano upo kati ya vitu viwili vizuri, huwa tunasema kwamba huo ni uovu, lakini hiyo haiwezi kuwa “kitu” kilicho mlazimisha Mungu kukiumba."
"Bugu da kari, Tsoho da Sabon Alkawari sun la’anci al’adar “satar mutum,” abin da ya faru a Afirka a ƙarni na 19.","Kwa kuongezea, zote Agano La Kale na Jipya zakemea tendo la “kuiba-mtu” ambayo ndiyo ilifanyika Afrika katika karne ya 19."
Dangataka mai ma’ana ko fankon ibada?,Uhusiano wa maana au kafara za utupu?
"Sai dai idan Allah ya zaɓi ya bayyana kansa, shi ba ya ganuwa ga hankalinmu (Romawa 1:20).","Tensy God verkies om Homself openbaar te maak, is Hy onsigbaar vir ons sintuie (Romeine 1:20)."
"Kauna ta Littafi Mai-Tsarki ta gaskiya ita ce ƙaunar mutum koyaushe, ba kawai lokacin da kuka ji “cikin ƙauna” ba.","Upendo wa kweli wa kibibilia na kumpenda mtu wakati wote, sio wakati unahisi “kupenda.”"
"Ibraniyawa 4:12 yace, “Domin Maganar Allah rayayyiya ce, mai ƙarfin aiki, ta fi kowane irin takobi kaifi, har tana ratsa rai da ruhu, da kuma gaɓoɓi, har ya zuwa cikin ɓargo, tana kuma iya rarrabe tunanin zuciya da manufarta.” Yayinda aka kammala Littafi Mai Tsarki kusan shekaru 1900 da suka wuce, daidaito da dacewarsa zuwa yau basu canza ba.","Waebrania 4:12 yasema, “Maana neno la Mungu li hai, tena lina nguvu, tena lina ukali kuliko upanga uwao wote ukatao kuwili, tena lachoma hata kuzigagwanya nafsi na roho na viungo na mafuta yaliiyomo ndani yake; tena li jepesi kuayatambua mawazo na makusudi ya moyo” wakati Bibilia ilikamilika takiribani miaka 1900 iliyopita, ukamilifu wake na umuimu wake siku hizi vilipaki bila kibadilishwa."
"Yesu ya faɗi cewa inda biyu ko uku sun taru cikin sunan Sa, Shi yana nan a tsakanin su (Matiyu 18:20).","Tunaposoma juu ya habari za safari za wale wamishenari katika kitabu cha matendo ya mitume, hawakuenda mmoja mmoja bali katika makundi, wawili wawili au zaidi.Yesu alisema mahali wawili au watatu wamekusanyika kwa ajili ya jina langu, nami nitakuwa katikati yao (Mathayo 18:20)."
Littattafan littafi mai tsarki game da ambaliyar sun bayyana a sarari cewa ta shafi duniya ne.,Ufahamu wa Kibibilia kuhusu gharika waufanya wazi kwamba ilikuwa ya ulimwengu mzima.
"Horon Allah yana da ƙauna, kuma ya kamata ya kasance tsakanin iyaye da yaro.","Adhabu ya Mungu ni upendo, vile inavyostahili kati ya mzazi na mtoto wake."
Littafi Mai Tsarki ya inganta cikakkiyar ƙaura a wajen (da kuma kafin) aure.,Bibilia inapendekeza kinyuea ngono nche  ndoa hadi wakati wa ndoa.
sakamakon yardar zunubi na ɗan lokaci na iya zama (2 Sama’ila 11).,"Kwa mfano Daudi kumshinda kwake Goliathi yatufunza kwamba Mungu ni mkuu kuliko kitu chochote atuitishacho uso kwa uso (1 Samweli 17), bali kwanguka kwake kwa majaribu na kufanya uzinzi na Bath-sheba yaonesha vile uovu wa muda waweza kudumu na madhara yake (2 Samweli 11)."
Gidan wasannin caca da tambola: Gidan wasannin caca na amfani da kowaɗanne irin dabarun kasuwanci ta jan hankalin masu caca su kasadar da kuɗi masu yawa in ya yiwu.,Kasino na bahati nasibu: Kasino hutumia mbinu nyingi kuhamasisha wacheza kamari kuendelea kupoteza pesa nyingi zaidi.
"Yaya zan iya sami manufa, cikawa, da biya muradi cikin rayuwa?","Nawezaje kupata utimilifu, lengo na kutosheka maishani mwangu?"
Koma zuwa shafin gida na Hausa,Rudi kwa ukurasa wa nyumbani wa Kiswahili
"Waɗanda sun gaskata cikin shekaru mafi ƙanƙanta na duniya sun faye yarda cewa Littafi Mai Tsarki ta ambaci dinosaurs ko da yake bata taɓa cikin gaskiya yi amfani da kalmar “dinosaurs.” Maimako, ta mori kalmar Ibraniyanci tanniyin.",Tafsiri tofauti tofauti za neno hili la kiebrania  ndizo zinachangia kiumbe hiki kuitwa dinosauri.
Suna ganin bayyanar zane wanda ya mamaye duniyar halittu a matsayin hujja akan samuwar Allah.,"Wanauona kuonekana kwa mtindo ambao wafutilia mbali ulimwengu wa kibaolojia kama thibitisho la mtindo, lakini hawako tayari kumtambua Mungu muumba."
"Littafi Mai Tsarki tana cewa an ƙudurta mana mu mutu sau ɗaya tak, kuma bayan wannan shari’a zai zo (Ibraniyawa 9:27).","Jehanamu inaelezewa kama shimo la giza (Luka 8:31, Ufunuo wa Yohana 9:1), na ziwa la moto, liwakalo na kiberiti amabpo watakao kuwemo watateswa usiku na mchana milele na milele (Ufunuo 20:10)."
"Bai kamata gwamnati ta saɓa wa Maganar Allah ba, kuma horo na zahiri shi ne, magana bisa ƙa'ida ba bisa ƙa'ida ba, don amfanin yara.","Serikali kamwe isiwai kuhitilafiana na Neno la Mungu, na adhabu ya fimbo, na kunena Kibibilia ni kwa manufaa ya mtoto."
Ruhu Mai Tsarki ne mai iko dukka cikin rarrabawar baye-bayen ruhaniya (1Korantiyawa 12:11).,( wakorintho wa kwanza 12:11).
Ba shi yiwuwa mu fahimci dangantakar da ke tsakanin ikon mallakar Allah da 'yancin ɗan adam da alhakinsa.,Ni vigumu kwetu sisi kuelewa uhusiano uliopo kati ya Uwezo wa Mungu na mapenzi ya mwanadamu na jukumu lake.
"Babu shakka batsa ta batsa ba ta cancanta a matsayin ɗayan abubuwan da ya kamata mu yi tunani a kansu ba, a cewar Filibbiyawa 4:8.","Ponografia haifusu kuwa kama mojawapo ya vitu tunavyostahili kuviwaza, kulingana na Wafilipi 4:8."
Irmiya 1:5 ya gaya mana cewa Allah ya san mu kafin ya halicce mu a cikin mahaifar.,Yeremia 1:5 yatuambia Mungu anatujua kabla atuumbe tumboni mwa mama zetu.
Wannan na nfin cewa mun fi kama da Allah da muke kama da kome na dabam (kowace siffar rai dabam).,"Katika kitabu cha mwisho cha biblia, ufunuo wa Yohana, mwisho wa mambo mengi ya mwisho wa dunia, Mungu asema ataziharibu mbingu na dunia za sasa na mahali pake ataleta mbingu mpya na dunia mpya."
"Kodayake kalmomin “zawarci” da “yin soyayya” ba su cikin Littafi Mai Tsarki, an ba mu wasu ƙa’idodi da ya kamata Kiristoci su bi a lokacin aure.","Ingawa neno “uchumba” halipatikani katika Bibilia, tumepewa kanuni kwamba Wakristo wanastahili kupitia kabla ya ndoa."
Wannan zunubin yana taimaka mana fahimtar gwagwarmayar Kristi a gonar Getsamani tare da ƙoƙon zunubi wanda za'a zubo masa akan gicciye.,Kuwepo kwa tuhuma ya dhambi kunatufanya tuelewe jinsi Yesu alitezeka katika shamba la Gethesemane na kikombe cha dhambi ambacho kulimwagwa juu yake msalabani.
Sauran wurare da suka shafi alƙawarin ƙasa sune Kubawar Shari'a 30:3-5 da Ezekiyel 20:42-44.,Ander gedeeltes wat ook na die belofte verwys sal in Deuteronomium 30:3-5 en Esegiël 20:42-44 gevind word.
"Spurgeon, wanda aka san shi da shan sigari.","Spurgeon, aliyejulikana kwa kuvuta sigara."
"“Saboda haka ne, mutum sai ya bar mahaifinsa da mahaifiyarsa, ya manne wa matarsa, su biyu su zama jiki guda” (Afisawa 5:31).","“Kwa sababu hiyo mtu atamwacha baba yake na mana yake, ataambatana na mkewe na hao wawili watakuwa mwili mmoja” (Waefeso 5:31)."
"Da jaraba rayukan su da kuma cewa suna da yarda su mutu (sau tari mutuwar azaba) ga abin da sun gaskata a ciki, ya zama maza-maza sarai cewa waɗannan talakawa duk da haka salihan mutane da gaske ne sun gaskata cewa Allah yayi magana da su.","Tukuchunguza maisha ya watu hawa na ya kwamba walikuwa tayari hata kufa kwa ajili ya uaminifu wao kwa Mungu kwa ajili ya yale waiyoyaamini; Inathibitisha kuwa, watu hawa wanyonge na waaminifu walikuwa na uhakika kwamba Mungu kweli alikuwa amezungumza nao."
Daga tushe mutane marasa ceto ne daga Antakiya suka yi amfani da ita kamar wata irin laƙabin raini domin yi wa Kiristoci dariya.,"Wafuasi wa yesu kristo waliitwa kwa mara ya kwanza “wakristo” antiokia (Matendo 11:26) kwa sababu tabia zao, matendo yao na hotuba zao zilikuwa kama za Kristo."
Mun gaskata cewa dinosaurs sun mutu a wani lokaci bayan ruwan tsufana bisa dalilan kai kawo na halin zaman mutum da gaskiyar cewa mutum kullum na farautarsu daga kau dasu daga doron duniya.,Tunaamini dinosauri walikufa wakati wa gharika  katika siku za Nuhu na pia kwa vile walikuwa wakiwindwa sana na wanadamu.
"Dattijai/masu kula da Ikilisiya (Bishop)/ da masu hidima an kamanta su da “miji mai mata ɗaya,” “wanda ƴaƴansa ke masu bada gaskiya” da kuma “ya zama marar abin zargi.” Bugu da ƙari, cikin 1Timoti 3:1-13 da Titus 1:6-9, wakilin sunaye na fannin zikili ne gaba ɗaya aka ambaci dattijai/masu kula da Ikilisiya/da masu hidima.",Timotheo wa kwanza 3:1-13; Tito 1:6-9).
"Ku shiga bautata, ku kuma koya a gare ni, domin ni mai tawali’u ne, marar girman kai, zaku kuma sami kwanciyar rai.","Maana ya maisha, kama ilivyotajwa hapo awali, ya sasa na hata baadaye yapatikana katika kurejezwa kwa ushirika baina ya mwanadamu na Mungu uliopotezwa wakati wa Adamu na hawa walipoanguka dhambini."
Amsa,Jibu
Akwai aƙalla dalilai guda biyu da ya sa rubutu da rubutu shine hanya mafi kyau don duba Nassi.,Kuna hasa sababu tatu ni kwa nini huu ndio mtazamo mzuri wa kuangalia maandiko.
Amsa,Jibu
Shin algae ko ma karnuka da kuliyoyi zasu iya kasancewa a duniyar da ba a sani ba?,Mwani au mbwa na paka watakuwepo katika sayari hazijulikani?
Littafi Mai Tsarki bai hana ba kuma bai yarda da rance ba.,Bibilia vile vile haikatazi au kuhukumu kukopesha pesa.
"Idan muna kaunar makwabtan mu, ba zamu kashe su ba, yi masa karya, yin zina gaba dasu, ko yin kyashin abin da nasu ba.","Tukiwapenda majirani zetu hatutawaua, hatutawadanganya,hatutazini nao, wala kutamani kile walichonacho."
Wannan tattauran duniya da rayuwa mai wuya.,Huu ni ulimwengu usio na huruma na maisha ni magumu.
English,English
"Bugu da ƙari, ban da Anuhu, Farawa 5 bai bayyana ɗayan mutanen da cewa musamman masu ibada ba ne.",Zaidi mbali na Enoshi Mwanzo 5 haimtambui mtu yeyote kuwa mcha Mungu.
Dole ne mu fara sanin matsayin da Allah ya ba mu.,Kwanza lazima tutambue majukumu yetu tumepewa na Mungu.
"Gwaje-gwajen kyautar ruhaniya ko ƙididdigar kaya, yayin da ba za a dogara da su sosai ba, tabbas na iya taimaka mana fahimtar inda baiwarmu zata kasance.","Vipawa vya Roho Mtakatifu hujaribi au hugundua, bali si kutegemewa kwa kila kitu, laweza kwa kweli kutuzaidia kuelewa ni wapi sehemu zetu za kipawa."
Kalmar “wahayi” a sauƙaƙe tana nufin cewa Allay ya sadar ga ƴan adam abin da kamanninsa yake da yadda zamu iya sami madaidaiciyar dangantaka da shi.,Neno “ufunuo” lina maana ya kuwa Mungu aliwasiliana na mwanadamu jinsi alivyo na ni kwa jinsi gani tunaweza kupata ushirika mwema naye.
