en,sw
"a time to kill and a time to heal, a time to tear down and a time to build, .","Kitabu cha Mhubiri hutoa uwiano wa maisha ya shughuli tofauti: ""Kila kitu kina majira yak, kila jambo duniani lina wakati wake:."
"Humanly speaking, the process unfolded imperfectly, but ultimately God’s sovereign purpose prevailed.","Kusungumza kibinadamu, mchakato ulipoendelea udhaifu uliingia, lakini mwishowe kusudi la Mungu lilidhihirika."
For Jesus is with us until the end,Amu mi Jeso kobotech agoi kagesuno
His nature and essence are love.,Hali yake na kiini ni upendo.
"Hold on to God, hold on","Itamuno owerisoma, owerisoma"
"Jesus be lifted, receive praise","Yesu malo, pokea sifa malo"
"Therefore, Paul encourages those more mature in their understanding not to exercise their freedom to eat if it would cause the consciences of their weaker brothers to condemn their actions.","Kwa hiyo, Paulo anawahimiza wale walio na kukomaa zaidi katika ufahamu wao wasifanye uhuru wao wa kula ikiwa ungeweza kusababisha dhamiri za ndugu zao dhaifu kudhulumu vitendo vyao."
"They heard the gospel in their own languages (Acts 2:5–8), and many believed (Acts 2:41; 4:4).","Waliposikia injili katika lugha zao (Matendo 2: 5-8), na wengi waliamini (Matendo 2:41; 4: 4)."
To add additional material to Scripture and call it inspired is to contradict God.,Kuongezea nyongeza za maandishi kwenye Maandiko na kuiita kuwa imeongozwa ni kupingana na Mungu.
Soli Deo gloria has reference to our salvation in Christ.,Soli Deo gloria inarejelea wokovu wetu katika Kristo.
It’s no small wonder that the psalmist alludes to God as the grand designer: “The heavens declare the glory of God; the skies proclaim the work of his hands.,"Sheria hii ya sayansi kimsingi ina maana kwamba wakati kitu kinaonyesha kusudi, lengo au kubuni, lazima liwe na mtengenezaji."
"If the divorce and/or remarriage had no biblical grounds, then the man has damaged his testimony in the church and community; the “above reproach” qualification will exclude him from the pastorate rather than the “husband of one wife” requirement.","Kama talaka / au kuoa tena kunaweza leta matokeo mabaya ya ushahidi kwa ajili ya mtu katika kanisa au jami, inaweza kuwa ""asiyelaumika"" ndio imemtoa nje na badala yake haihusishi hitaji la ""mume wa mke mmoja ""."
Repeat,No one else but You
Jesus Himself indicates that punishment in hell is just as everlasting as life in heaven (Matthew 25:46).,Yesu mwenyewe alisema kwamba adhabu ya jahannamu ni ya milele vile maisha mbinguni ni ya milele (Mathayo 25:46).
Hamartiology is the study of sin.,Hamatiolojia ni utafiti wa dhambi.
"If there were more than one God, the universe would be in disorder because of multiple creators and authorities, but it is not in disorder; therefore, there is only one God.","Kama kulikuwa na Mungu zaidi ya mmoja, ulimwengu ungekuwa katika machafuko kwa sababu ya wabunifu wengi na mamlaka, lakini siyo katika machafuko, kwa hiyo, kuna Mungu mmoja tu."
"For Hare Krishnas, God is everything and everything is God.","Kwa Hare Krishnas, Mungu ni kila kitu na kila kitu ni Mungu."
Death is the ultimate reason that Jesus came—to destroy it (1 Corinthians 15:22; Hebrews 2:14) and to bring sinners into a right relationship with God.,"Kifo ni sababu kuu ambayo Yesu alikuja-kuiharibu (1 Wakorintho 15:22, Waebrania 2:14) na kuwaleta wenye dhambi katika uhusiano mzuri na Mungu."
Do it again,Tenda tena
Anything less than this is selfish and vain—and falls short of the standard of Christ.,Vingine kuliko hivi ni kujipenda na kipimo kiko chini ya cha Kristo.
"In other words, God expects Christian husbands to love their wives sacrificially, fully, and unconditionally, the same way our Savior loves us.","Kwa maneno mengine, Mungu anatarajia waume wa Kikristo kuwapenda wake zao kwa dhabihu, kikamilifu, na bila masharti, kwa njia sawa na ile Mwokozi wetu anatupenda."
"So far, no evidence of life on the other planets of our solar system has been found.","Hadi sasa, hakuna ushahidi wa maisha kwenye sayari zingine za mfumo wetu wa jua na sayari umepatikana."
Answer,Je!
"Our salvation stands or falls based on the bodily resurrection of Jesus Christ, as Paul makes clear in 1 Corinthians 15:12–19.","Wokovu wetu unadumu au kuanguka kwa msingi wa ufufuo wa kimwili wa Yesu Kristo, vile Paulo anaiweka wazi katika 1 Wakorintho 15:12-19."
"So Ezra, a priest, spent many hours reading the Law before the assembly, making sure they understood what God desired.","Hivyo Ezra, kuhani, alitumia saa nyingi kusoma Sheria mbele ya kusanyiko, akihakikisha kwamba walielewa kile Mungu alichotaka."
"Yes, God calls some to be teachers and gives them the gift of teaching.",Mungu anaita wengine kuwa watumishi na kuwapa kipawa cha kuzaidia.
"Archaeologists have found 1800+ manuscript copies of the works of Homer, allowing us a 95 percent confidence in the original text.","Watafiti wa vifusi wamegundua nakala za nyaraka 643 za kazi za Homer, na kutupa imani ya asilimia 95 katika maandiko ya awali."
"If they disagree on style and form, however, it is fine for them to remain separate.","Kama hawakubaliani juu ya mtindo na aina, hata hivyo inakubalika kwao kubaki kuwa tofauti."
"Further, it was done entirely without the help of man, and cannot be undone.","Zaidi ya hayo, kazi ya kuokoa ya Kristo ilifanyika kikamilifu bila msaada wa mwanadamu, na haiwezi kufutwa."
God the Father is having a “conversation” with God the Son and God the Holy Spirit.,"Mungu Baba ako na ""mawaziliano"" na Mungu Mwana na Roho Mtakatifu."
"Furthermore, the salvation Christ offers is free and available to everyone (John 3:16), not just a select few who have acquired a special revelation.","Aidha, wokovu wa Kristo inatoa ni bure na kupatikana kwa kila mtu (Yohana 3:16), si tu wachache waliopata ufunuo maalum."
6.,5.
reconstruct me,Reconstruct me
"At the same time, it must be noted that it is not biblical for a person to sin habitually and continually as a lifestyle and be a believer (1 John 3:8-9).","Wakati huo huo, ni lazima ieleweke kwamba sio kibiblia kwa mwanadamu aliyeokolewa kutenda dhambi na kuendelea kama desturi (1 Yohana 3: 8-9)."
"Lord, you are the one we sing glory to","Jehova noto ne kiwote,toror, toror toror"
Your approval for my ministry,"Kibali Chako, kwa huduma yangu"
"Still, why didn’t Adam and Eve find it strange that an animal was speaking to them?","Hata hivyo, kwa nini Adamu na Hawa hawakugundua kwamba ilikuwa ajabu mnyama kuzungumza nao?"
The fulfillment will be more than a matter of geography; it will also be a time of holiness and restoration (see Ezekiel 20:40–44 and 36:1—37:28).,Ahadi hii inaelezewa katika Mwanzo 13: 14-18; vipimo vyake vinanukuliwa katika Mwanzo 15: 18-21 (kuzuia wazo lolote la hili kutimizwa mbinguni).
"Acts 2:22 declares, “Men of Israel, listen to this: Jesus of Nazareth was a man accredited by God to you by miracles, wonders and signs, which God did among you through him, as you yourselves know.” The same is said of the apostles, “The things that mark an apostle—signs, wonders and miracles—were done among you with great perseverance” (2 Corinthians 12:12).","Yesu wa Nazareti alikuwa mtu wa kibali cha Mungu kwenu kwa miujiza , maajabu na ishara , ambayo Mungu aliifanya kati yenu kwa njia yake, kama ninyi wenyewe mnavyojua "" vile vile hayo yamesemwa kuhusu mitume wake: ""mambo ambayo ni alama  ya mitume ni ishara, maajabu na miujiza yalifanyika kati yenu kwa uvumilivu mkubwa "" (2 Wakorintho 12:12)."
"However, we also note that, during this time of exhaustive testing, our Lord was also ministered to by angels, a mystery indeed that the omnipotent One should condescend to receive such help from lesser beings!","Die belangrike punt is, dat ten spyte van verskeie versoekings, Jesus sonder sonde was."
"Church consultant and author Thom S. Rainer, in his book Autopsy of a Dead Church, states that one of the symptoms of a dying church is that the percentage of the budget for members’ needs keeps increasing, while the money earmarked for outreach decreases.","Mshauri wa Kanisa na mwandishi Thom S. Rainer, katika kitabu chake Autopsy of a Dead Church , anasema kuwa moja ya dalili za kanisa la kufa ni kwamba asilimia ya bajeti ya mahitaji ya wanachama huendelea kuongezeka, wakati fedha zilizotenwa kwa huduma hupungua."
But he did not.,Lakini hakufanya hivyo.
"The ""soul"" refers to man’s walk in the world, both material and immaterial.","""Roho"" inamaanisha kutembea kwa mwanadamu ulimwenguni, vyote mwili na nafsi."
God loves us and desires to restore our relationship with Him (Matthew 23:37).,Mungu anatupenda na anatamani kurejesha uhusiano wetu na Yeye (Mathayo 23:37).
Hebrews explains that Christ is supreme over more than just roles and systems.,Waebrania inaelezea kuwa Kristo ndiye mkuu zaidi kulika majukumu na mifumo.
Philip had been one of the seven deacons chosen so that the apostles could do their work of teaching and prayer (Acts 6:3).,Filipo alikuwa mmoja wa madikoni saba waliochaguliwa ili mitume waweze kufanya kazi yao ya kufundisha na kusali (Matendo 6: 2-4).
This kind of attitude is sinful.,Aina hii ya mtazamo ni dhambi.
The Bible says that there is only one path—Christ (John 14:6).,Biblia inasema kuwa kuna njia moja tu-Kristo (Yohana 14: 6).Kizazi kipya wanaamini kuwa safari ya kiroho inasababisha upatanisho na ulimwengu.
Jesus is Lord.,Yesu ni Bwana.
"Women in Ministry: Four Views by Bonnidell &amp; Robert Clouse, eds.","Katika 1 Wakorintho 11 na 14, Paulo ako makini kudumisha uongozi wa kiume wa kiroho nyumbani na kanisa kama kanuni ya ulimwengu (angalia pia 1 Timotheo 2:12)."
Wise spending means we strive to live below our means so that we always have money for emergencies and enough to share with those in need.,Matumizi ya hekima inamaanisha tunajitahidi kuishi chini ya uwezo wetu ili kila wakati tuwe na pesa za dharura na za kutosha kushirikiana na wale wanaohitaji.
I love your precepts/laws,Napenda hukumu zako
"Therefore, when the angels around the throne call or cry to one another, “Holy, holy, holy,” they are expressing with force and passion the truth of the supreme holiness of God, that essential characteristic which expresses His awesome and majestic nature.","Kwa hiyo, wakati malaika kuzunguka kiti cha enzi wito au kulia kwa mtu mwingine, ""Mtakatifu, Mtakatifu, Mtakatifu,"" wanaonyesha nguvu na shauku ya ukweli wa utakatifu mkuu wa Mungu, tabia hiyo ambayo inaonyesha hali yake ya kushangaza na ya utukufu."
"The core of Anselm’s position is that God is “a being than which no greater can be conceived.” According to Anselm, existing is “greater than” not existing; therefore, God must exist as the “greatest” thing of which one can conceive.","Kwa kuwa kuwepo kunawezekana, na kuwepo ni ukuu zaidi kuliko kutowepo, basi Mungu lazima awepo (kama Mungu hakuwapo, basi mtu mkubwa anaweza kuzaliwa, lakini hiyo ni kujiadaa mwenyewe kwa sababu huwezi kuwa na kitu kikubwa zaidi kuliko kile hakuna mkuu anayeweza kuzaliwa au kugunduliwa!)."
"The word hope does not communicate uncertainty, as in “I hope that something might occur”; rather, it is the glad assurance that something will take place.","Neno tumaini haliwasilishi kutokuwa na uhakika, kama ilivyo katika msemo ""Natumai kuwa kitu kinaweza kutokea""; badala yake, ni uhakikisho wa furaha kwamba kitu kitatokea."
"And I will ask the Father, and he will give you another Counselor to be with you forever—the Spirit of truth.","Nami nitamwomba Baba, naye atawapa Msaidizi mwingine, ili  akae nanyi hata milele; ndiye Roho wa kweli; ambaye ulimwengu  hauwezi kumpokea, kwa kuwa haumwoni wala haumtambui; bali ninyi mnamtambua,  maana anakaa kwenu, naye atakuwa ndani yenu."
"Biblical Christians usually hold a strong pro-life stance, a traditional view of the family, a conviction to care for the homeless and sick, and a desire to see justice in the world.",Moja ya mkusanyiko wa umoja wa wakristo ni kwamba mara nyingi makundi ya kiteolojia yaliyotofautiana ni shauku kwa nia sawa kuhusu masuala fulani.
"With this doctrine, probably more so than with any other, it is crucially important to admit our inability to fully grasp the nature of God and our relationship with Him.","Zaidi, hata hivyo mafunzo ya dini na swala hili, ni muhimu kukubali kuwa unyonge wetu wa kutofikia utakatifu wa  Mungu  na ushirika wake nasi."
Questions about the Church,English
Theres no one like Jesus,Hakuna wa kufanana na Yesu
Many will be murdered.,Wengi watauliwa.
The Jews understood Jesus’ statement as a claim to be God.,Wayahudi walielewa usemi wake Yesu ulimaanisha kuwa yeye ni Mungu.
A likeness is a representation of the original.,Mfano ni picha ya kitu asili.
And the rain started without ceasing,Mvua nayo ilianza kunyesha bila kukatika
"Wiccans generally promote moral relativity, disdaining labels like “good” and “evil” and “right” or “wrong.” Wicca has one law or rule, called the Rede: “Do what ye will, harm ye none.” At first blush, the Rede seems like complete, uninhibited personal license.","Wana Wicca kwa ujumla huendeleza uwiano wa maadili, kuacha maandiko kama ""nzuri"" na ""mabaya"" na ""haki"" au ""vibaya."""
"The gospel of “Q” gets its title from the German word quelle which means “source.” The whole idea of a Q gospel is based on the concept that the Synoptic Gospels (Matthew, Mark, and Luke) are so similar that they must have copied from each other and/or another source.","Injili ya ""Q"" inapata kichwa chake kutokana na neno la Kijerumani la quelle ambalo linamaanisha ""chanzo."""
His joy was proclaiming the truth to others and then watching them walk in it (3 John 4).,Furaha yake ilijionyesha kwa kutangaza ukweli kwa watu na kuwaangalia walivyoenenda kwa hiyo (3 Yohana 1: 4).
