yo,sw
"Bíbélì kò tilẹ̀ sọ ní ibì kankan wípé a dá àwọn ańgẹ́lì ní àwòrán tàbí ìrí Ọlọ́run, gẹ́gẹ́ bí ó ṣe dá ènìyàn (Jẹnẹsisi 1:26).","Hamna mahali Bibilia inasema kwamba malaika wameumbwa kwa mfano wa Mungu, kama wanadamu katika (Mwanzo 1:26)."
"Ọ̀rọ̀ ìyànjú Pọ́ọ̀lù sí wa nínú ìwé Rómù 13:8 ni láti máṣe jẹ ẹnikẹ́ni ní gbèsè ohun kan, ṣùgbọ́n ìfẹ́ ní ìrántí tí ó lágbára nípa bí Ọlọ́run ṣe kóríra gbogbo irú gbèsè tí ó jẹ́ wípé wọn kò san ní àsìkò tí ó yẹ (tún wo Orin Dafidi 37:21).",Maneno ya Paulo kwetu katika Warumi 13:8 tusiwe na deni yeyote bali ile ya upendo ni ukumbusho wa wanguvu wa chukizo la Mungu kwa aina yo yote ile ya deni ambazo hazijalibwa kwa wakati ufaao (ona pia Zarubi 37: 21).
"Romu 5:12 sọ fún wa wípé ẹ̀ṣẹ̀ ti ipa ọ̀dọ̀ Adamu wọ ayé, bẹ́ẹ̀ni ikú sí kọjá s'órí ènìyàn gbogbo nítorí wípé ""ikú ni èrè ẹ̀ṣẹ̀"" (Romu 6:23).","Warumi 5:12 yatuambia kwamba kupitia Adamu dhambi iliingia ulimwenguni, na kwa hivyo kifo kilipitishwa kwa watu wote kwa sababu “Mshahara wa dhambi ni mauti” (Warumi 6:23)"
"Àwọn ènìyàn kan yóò wípé kò sí ìṣẹ̀lẹ̀ òtítọ́, ìmọ̀lára àti èròǹgbà nìkan ni ó wà.","Ukweli, kulingana na kamusi, ni “kupatana na hoja au uakikisho; kauli ambayo umethibitishwa, ambao unastahili kukubaliwa kuwa kweli.” Watu wengine watasema kuwa hakuna ukweli halisi, ni mitazamo na maoni."
"Ìgbéyàwó pè fún ìfarajìn, ìfẹ́ gidigidi, ìrẹ̀lẹ̀, ìfẹ́, àti ìbọ̀wọ̀.","Ndoa huitaji jitiada, hisia, unyenyekevu, upendo na heshima."
Iwo ko ni ona tabi ile aye re ko ni idi?,"Je, huoni mbele ya maishani mwako?"
Tani yóò gbà mí lọ́wọ́ ara ikú yí?,Ni nani atakayeniokoa na mwili huu wa mauti?
"Akọ́kọ́, Ọlọ́run ńbáwa sọ̀rọ̀ nípa Ọ̀rọ̀ Rẹ̀ (2 Timoteu 3:16-17).",Mungu hunena nasi kupitia kwa neno lake (2 Timotheo 3:16-17).
"Ọ̀rọ̀ bíbélì nípa ìgbàgbọ́ rọrùn, hàn kedere, ó sì dùn bákànnáà.",Ujumbe wa kibilblia wa wokovu ni rahisi na wazi na vile vile ni wa kushangaza.
Idahun,Jibu
"O buru bee, ese wa le je ki a pinya patapata si Oluwa titi ayeraye, ni isinyi tabi eyi ti o n bo.","Unahisi njaa, kujisikia kama uliyepotea gizani na maisha yako kukosa maana kwa kuwa umetengana na Mungu."
Ohun tí ẹ̀kọ́ nípa Ọlọ́run létòlétò jẹ́ nì yí—títo àwọn ẹ̀kọ́ nípa Ọlọ́run sí àwọn ètò ìsọ̀rí.,Utaratibu/mfumo wa teolojia wachukua habari zote kuhusu malaika kutoka vitabu vyote vya Bibilia na kuipanga kwa mfumo huitwao mfumo wa malaika.
Àwọn ẹ̀ṣẹ̀ aṣekúpani méje ní a pè ní ẹ̀ṣẹ ìpìlẹ̀ tó ńṣe àkóbá fún ìran ènìyàn àti àwọn ẹ̀ṣẹ̀ tí ó ṣeé ṣe láti dì mọ́ wa jùlọ.,Eleo mbaya juu ya dhambi saba “mbaya sana” ni kwamba ni zile dhambo ambazo Mungu hawezi kuzisamehe.
Èyí jẹ́ òtítọ́ àgbáyé nínú gbogbo àṣà ní ìgbà gbogbo.,Hii ni kweli kwa kila tamaduni katika nyakati zote.
Ọlọ́run ni àpẹẹrẹ ìfẹ́ tí ó pé jùlọ ní tòótọ́.,Mungu ni mfano mtakatifu wa upendo wa kweli.
Kò ṣée ṣe fún wa láti ní ẹ̀kúnrẹ́rẹ́ ìbáṣepọ̀ tí ò wà láàrín títóbí jùlọ Ọlọ́run àti àǹfàní ènìyàn láti dá yàn àti gbígba ojúṣe.,Ni vigumu kwetu sisi kuelewa uhusiano uliopo kati ya Uwezo wa Mungu na mapenzi ya mwanadamu na jukumu lake.
Ìtumọ̀ Kristiẹni tí ó rọrùn ni ènìyàn tí ó ńtẹ̀lé Jésù Kristi.,Fasili rahisi ya Mkristo ni mtu ambaye anaomfuata Kristo.
"Nítorí àbá ètò ní ṣìṣẹntẹ̀lé sí ìgbàlà dára, ọ̀pọ̀lọpọ̀ ní àwùjọ Kristiẹni ṣe àṣìṣe pípèsè ìgbàlà gẹ́gẹ́ bíi àyọrísí ètò ní ṣìṣẹntẹ̀lé.","Kwa sababu ya dhana ya mchakato wa  hatua kwa hatua kwa wokovu ni wa kusihi, wengi wa Wakristo katika jamii wanawazilisha wokovu kuwa kama ni ule upatikanao kwa ajili ya kufuata mchakato wa hatua kwa hatua."
"Jésù wà ní ìrẹ́pọ̀ pẹ̀lú Baba nígbà gbogbo (Johannu 10:32), nítorí náà a kò lè jíyàn wípé ogun jẹ́ ìfẹ́ Ọlọ́run nikán nínú Májẹ̀mú Láíláí.","Yesu kila mara amekubaliana kikamilifu na Baba (Yohana 10:30), kwa hivyo hatuwezi kupishana kuwa vita vilikuwa mapenzi ya Mungu peke katika Agano La Kale."
Jẹnẹsisi 3 ṣe àpéjùwe ìṣọ̀tẹ̀ ti Adamu àti Efa lòdì sí Ọlọrun ati lòdì sí aṣẹ Rẹ̀.,"Akapatiwa jina tena na kuitwa Shetani, akaleta dhambi kwa uzao wa mwanadamu katika bustani mwa Edeni, mahali ampapo aliwajaribu Adamu na Hawa kwa ulaghai ule uel, “mtakuwa kama Mungu.” Mwanzo 3 inaelezea kuasi kwa Adamu na Hawa kunyume na Mungu na sheria zake."
"Nítorí náà, èyí jẹ́ ìlérí tí kò tíì ṣẹ.","So, hierdie belofte moet nog steeds nagekom word (in die toekoms)."
English,English
"Kò yẹ kó yàwá lẹ́nu nígbà náà, bí ọ̀pọ̀lọpọ̀ ẹ̀rí nípa wíwà Jésù bá di èyí tí a bàjẹ́.",Tusishangashwe kama ushaidi wa kuwepo kwa Yesu uliharibiwa.
"Ẹnití ó bá ńkíyèsí ọjọ́, ó ńkíyèsí i fún Olúwa"" (Romu 14:5-6a).",Yeye aadhimishaye siku huiadhimisha kwa Bwana” (Warumi 14:5-6a).
A kò gbọ́dọ̀ mú àwọn ìlérí bẹ́ẹ̀ lò fún ìjọ.,Hierdie beloftes aan Israel moet nie aan die kerk toe gedeel word nie.
Ọlọ́run rán àwọn ańgẹ́lì rere sí àwọn onígbàgbọ́ láti ràn wọ́n lọ́wọ́ (Heberu 1:14).,Malaika wazuri wametumwa na Mungu ili kuwazaidia wakristo (Waebrania 1:14).
Kínni nǹkan tí tọkọtaya lè ṣe láti ríi dájú wípé ìgbéyàwo wọn yóò pẹ́?,Wanandoa watafanya nini ili waakikishe kuwa ndoa yao imedumu?
"Nígbàtí ènìyàn bá gbẹ́kẹ̀lé Jésù Kristi fún ìgbàlà, ó ti di ara Kristi (1 Kọrinti 12:27).","Wakati mtu anapomwamini Yesu Kristo kwa wokovu, huyo mtu amefanywa mshirika wa mwili wa Kristo (1 Wakorintho 12:27)."
Kí á ma ri!,Hasha!
"Sugbon, bi Bibeli se so nipa ogogoro ati iwa to wa pelu re, wipe a le fe mu ni igba gbogbo- o dara ki kristiani ma se mu oti rara.","Kwa sababu ya kushindwa kujizuia katika viwango vya matumizi ya kileo, kukwaza wengine na hata kupatikana na hatia mbali mbali, ni vizuri mkristo aepukane kabisa na matumizi ya kileo cha aina yoyote."
Iroyin ibanuje ere ese re si ni iku.,Habari mbaya ni kwamba mshahara wa dhambi ni mauti.
Èyí ni òtítọ́ pátápátá.,Huu ndio ukweli halisi.
"Ti enikeni ba ni wipe omo Olorun ni ohun, sugbon ko ni iwa rere lowo- nitori naa, eni naa ko ni igbagbo ninu Kristi (Jakobu 2:14, 17, 20,26).","Mtu akisema nimuumini,lakini hana matendo mema maishani mwake – basi huyo huwa hana imani halisi ya kristo (Yakobo 2:14, 17, 20, 26)."
Bẹ́ẹ̀ni.,Naam.
"Àwọn ogun kan ""dára"" ju àwọn míìrán lọ, ṣùgbọ́n ogun jẹ àyọrísí ẹ̀ṣẹ̀ nígbà gbogbo (Romu 3:10-18).","Vita vingine ni vya “ haki” kuliko vingine, lakini vita kawaida ni kwa mjibu wa dhambi (Warumi 3:10-18)."
"A gbà wá là nítorí yíyẹ Kristi, kìí ṣe nípa ti ara wa (Rómù 4:3-8).","Tumeokolewa kwa sababu ya kazi nzuri ya Yesu, bali si yetu (Warumi 4:3-8)."
"Ìgbésẹ̀ àkọ́kọ́ láti di Kristiẹni ni láti mọ ohun tí ọ̀rọ̀ náà ""Kristiẹni"" túmọ̀ sí.",Hatua ya kwanza ya kuwa Mkristo ni kuelewa maana ya neno “Mkristo” lamaanisha nini.
Jesu ni kan ni ona igbala nitori pe ohun ni kan ni o le mu ere ese wa kuro (Romu 6;23).,"Na yesu akawauliza wale Thenashara, ”Je, ninyi nanyi mwataka kuondoka?” (Yohana 6:67, TMP), na Petro akamjibu Yesu kwa usahii kabisa, “Bwana!"
Àwọn ìrírí wà l'ójoójúmọ́ fihàn wá wípé àwọn àlàyé yìí gúnrégé tí wọn sì ṣe àpèjúwe ipò ènìyàn ju ìwé èrò-inú-ọkàn kankan lọ.,Uzoefu wetu wa siku baada ya siku watuonyesha habari hii yaweza kuaminika haina kasoro yoyote na inaelezea hali ya mwanadamu na ni kitabu cha kiakili.
"Ti igbala ayeraye o ba otito, eyi ti Bibeli so nipa re yio si je iro.",Kama uasalama wa milele haungekuwako basi uzima wa milele katika biblia pia ungekuwa na kasoro.
English,English
"Bẹ́ẹ̀ni, 1 Samuẹli 15:18 sọ wípé, ""Lọ kí o sì pa àwọn ẹlẹ́ṣẹ̀ ará Ámélékì run, kí o sì bá wọn jà títí o fi run wọ́n"" Ó hàn kedere wípé Ọlọ́run kò lòdì sí gbogbo ogun.","Kumbukumbu La Torati 20:16-17 yasema, “ Lakini katika miji ya mataifa haya akupayo BWANA, Mungu wako, kuwa urithi, usihifadhi kuwa hai kitu cho chote kupumzikacho; lakini uwaangamize kabisa, Mhiti, na Mwamori, na Mkanaani, na Mperezi, na Mhivi, na Myebusi, kama alivokuamuru BWANA, Mungu wako.” Pia 1 Samweli 15: 18 yasema, “Kisha BWANA akakutuma safarini, akasema, Enenda ukawaangamize kabisa wale Waamaleki wenye dhambi, upigane nao hata watakapoangamia.” Kawaida Mungu hapingi vita vyote."
"Àwọn onígbàgbọ́ tí wọn wà ni ìgba ayé ti Kristi, ṣáájù àkókò àgbélébú àti àjíǹde ńkọ́?",Kulikuwaje kwa waumini wakati wa Kristo kabla ya msalaba na kufufuliwa kwake?
Ohun tí o ṣe pátákí bákannáà ni ìdí tí ó fi kú—láti mú ìjìyà tó yẹ gbogbo àwọn ẹlẹ́sẹ̀ kúrò.,Kilicho cha maana sawa ni sababu iliyokufia- ili achukue adhabu amboyo wenye dhambi wote wanastahili.
Idahun,Jibu
Àwọn tí ó di irú ìgbàgbọ́ báyìí mú kò kàn fẹ́ jẹ́ kí àwọn jínhìn fún ìṣe wọn.,Wale wanaoshikilia imani kama hiyo hakika hawataki kuwajibika kwa matendo yao.
"A gba ìgbàlà nípa ìgbàgbọ́ (Efesu 2:8), nípa gbígba Jésù gẹ́gẹ́ bíi Olùgbàlà (Johannu 1:12), àti nípa gbígbẹ́kẹ̀lé Jésù nìkan (Johannu 14:6; Iṣe àwọn Apọsteli 4:12), kìí ṣe nípa àdúrà gbígbà.","Yohana 3:16, “Kwa maana jinsi hii Mungu aliupenda ulimwengu, hata akamtoa Mwanawe pekee, ili kila mtu amwaminiye asipotee, bali awe na uzima wa milele.” Wokovu unapatika kwa imani (Waefeso 2:8), kwa kumpokea Yesu Kristo kama mwokozi (Yohana 1:12), na kwa kumwamini yeye pekee (Yohana 14:6; Matendo 2:8), sio kwa kukariri ombi."
"Eyi ti o fi yato si enia ati eranko ni wipe, a da enia ni aworan Olorun (Genesisi 1:26-27).",Diere is nie geskape volgens die beeld en die gelykenis van God nie.
Jesu ni lati gbe ipa nipa idajo Olorun nigba ti ese wa lori wa (Eksodu 9 ; 22: Matteu 27; 45-46; Romu 3; 21-26).,Ni kwa sababu ya kuwa mwenye haki ndiyo iligharimu Yesu kupitia hukumu kwa ajili ya dhambi zetu zipate kuondolewa (Kutoka 9:27; Mathayo 27: 45-46; Warumi 3: 21-26).
"Lótítọ́, wọn kò sọ nǹkan kan nípa orísun àwọn àjòjì yìí pẹ̀lú, nítorí náà wọ́n padà sí àríyànjiyàn àkọ́kọ́ láìní ìdáhùn tí ó ṣe gbẹ́kẹ̀lé.","Ingawa hawangazii asili ya viumbe vigeni pia, kwa hivyo wameenda nyuma kwa jadili la asili bila kuwa na jibu sahihi."
Ó ṣe pàtàkì kí á túmọ̀ gbogbo àwọn àyọkà wọ̀nyìí ní ìlànà kańnáà pẹ̀lú ara wọn.,Dus is dit belangrik dat al hierdie gedeeltes op dieselfde manier vertolk word en dat die vertolking van hulle konstand moet bly.
"Iketa ni wipe, gbogbo ohun ti o ba sele ma n ni ibere.",Kama hewa yetu ingeharibika tu kidogo viumbe vyote vingekufa.
"Kódà nínú àwọn ìdá máàrún (5) nínú ọgọ́rùn ún náà, oyún ṣíṣẹ́ kòyẹ kí ó jẹ́ èrò àkọ́kọ́.","Hata katika asili mia 5 hii ya hail ambayo ni ngumu kutokea, uavyaji mimba usiwe jambo la kwanza."
"Nígbàtí ẹ̀kọ́ Iṣẹ́ àkànṣe Tí ó mọ́pọlọ dání kò jọ wípé ó dá orísun ọgbọ́n mọ̀ (bóyá Ọlọ̀run ni tàbí àwọn UFO tàbí nǹkan míìrán), ọ̀pọ̀ nínú àwọn ẹlẹ́kọ́ nípa Iṣẹ́ àkànṣe Tí ó mọ́pọlọ dání jẹ́ ẹ̀kọ́ wípé Ọlọ́run wà.","Pindi tu nadhari ya mchoro wa akili hauchukulii hivi hivi kutambua chanzo cha busara ( kama ni Mungu au UFOs au kitu kingine), ubusara wa kwanza wa kimpango wananadharia ni wasiomwamini Mungu."
"Mo ni ireti ninu Jesu, Jesu ni kan gege bi Olorun ni nikan ati olugbala mi.",Ombi hili ni njia ya kumwelezea Mungu imani yako kwake na kwa kumshukuru kwa kukupea wokovu.
Pada si oju ewe Yorùbá,Rudi kwa ukurasa wa nyumbani wa Kiswahili
"Bí Ọlọ́run bà fẹ́ sọ̀rọ̀ lóòní, ọ̀rọ̀ Rẹ̀ yóó wà ní ìbámu ní kíkún pẹ̀lú ohun tí Óun ti sọ nínú Bíbélì (2 Timoteu 3:16-17).",(2 Timotheo 3:16-17).
"Nitori idi eyi, a nilo idariji lati odo Olorun gi di gidi.","Basi kwa hivyo, tunahitaji kwa vyovyote msamaha wake Mungu."
"Láti gbìyànjù láti lo ìlànà ""ìtẹríba"" látí dá ìlòkulò láre jẹ́ yíyí Ìwé-Mímọ́ po àti láti gbé ibi lárugẹ.","Utiifu ni wa namna mbili, kupokea na kupatiana."
"“nje bi a si ti nda wa lare nipa igbagbo, aw ni alafia lodo olorun nipa Oluwa wa Jesu Kristi; a le ni ibasepo pelu Jesu Kristi ti yi o si ja si ifokan ba le ninu Oluwa.","Wokovu, msamaha wa dhambi, vyapeanwa kwa yeyote atakaye mwamini Yesu Kristo kama Bwana na Mwokozi wake."
"Àyọkà míìrán tí ó ṣe kókó lórí àkókò ìgbàsókè ni ìwé Ìifihan 3:10, nínú èyí tí Kristi ṣe ìlérí láti gba àwọn onígbàgbọ́ ni ""àkókò ìdánwò"" tí ńbọ̀ wá bá ayé.",Ukurasa mwingine wa maana wa wakati wa unyakuzi ni Ufunuo Wa Yohana 3:10 ambapo Kristo anaahidi kuwaokoa wateule kutoka “saa ya matezo” ambayo yatakujia ulimwengu.
"Gẹ́gẹ́ bí ọmọ ìbínú, a l'ẹ̀tọ̀ọ́ sí ìyapa kúrò l'ọ́dọ̀ Ọlọ́run nínú ọ̀run-àpáàdì.","Kama watoto wa ghadhabu, tunastahili kutenganishwa na Mungu jahannam."
"Ona yi ni a file gba iye ainipekun- “ki a mo n o, oluwa ayeraye, Jesu Kristi  ti o ran wa si ile aye” (Johannu 17;3) awon enia ni igbagbo ninu Oluwa, satani gan ni.","Petro, wakati akizungumza na Baraza kuu la Wayahudi (yaani Sanhedrini), aliwatangazia wazi kwamba Jesu ndiyo njia ya pekee ya kufika mbinguni: “Wala hakuna wokovu katika mwingine awaye yote, kwa maana hapana jina jingine chini ya mbingu walilopewa wanadamu litupasalo sisi kuokolewa kwalo.” (Matendo 4:12, TMP)."
"Lati yan fun awon ti nsofo fun Sioni, lati fi oso fun won nipo eru, ororo ayo nipo ofo, aso iyin nipo emi ibanuje, ki ale pe won ni igi ododo, ogbin Oluwa, ki a le yin i logo” (Isaiah 61:1-3).","“ Kwa hivyo, mtu akiwa ndani ya kristo, amekuwa kiumbe kipya; ya kale yamepita tazama yamekuwa mapya” (Wakorintho wa pili 5:17)."
"Bibeli so fun wa wipe, “ki se ajinde leyin oku nikan sugbon iye ainipekun ninu ogo ti o ju o ti ri, eti ko ti gbo, okan wa ko mo ohun ti Oluwa ti Oluwa ti pese fun awon to ni ife re,” (1 Korinti 2;9).","Bibilia inatuambia yakwamba sio maisha pekee tu baada ya kifo, bali kuna uzima wa milele wenye utukufu mwingi “Hakuna jicho limeshaona, wala sikio kuyasikia,wala hayakuingia katika moyo wa mwanadamu,mambo ambayo Mungu aliwaandalia wampendao’’ (1Wakorintho 2:9) Yesu Kristo, Mungu katika mwili, alikuja duniani kutupa karama ya uzima wa milele."
Ohun tí ẹ̀kọ́ nípa Ọlọ́run létòlétò jẹ́ nì yí—títo àwọn ẹ̀kọ́ nípa Ọlọ́run sí àwọn ètò ìsọ̀rí.,Huu ndio wajibu wa taratibu ya teolojia yahusika-kupanga mafunzo ya Bibilia kwa vitengo.
"“Nitori oluwa fe araiye to be ge, ti o si omo bibi re kansoso fun ni, ki enikeni ti o ba gba gbo ma se segbe, sugbon ki o le ni iye ainipekun” (Johannu 3;16).","“Kwa maana jinsi hii Mungu aliupenda ulimwengu, hata akamtoa mwanawe pekee, ili kila mtu amwaminiye asipotee, bali awe na uzima wa milele” (Yohana 3:16, TMP)."
Ko si ohun ti o ti se ti o soro fun Oluwa tali dariji.,Kwa nini usijiue?
"A nílò ìbániwí Kristiẹni láti lè jẹ́ kí àwọn ọmọ dàgbà pẹ̀lú ìbẹ̀rù Ọlọ́run, ìbọ̀wọ̀ fún àṣẹ òbi, ìmọ̀ òṣùwọ̀n Kristiẹni, àti ìwà ìkóra-ẹniníìjánu.",Rudi kwa ukurasa wa nyumbani wa Kiswahili
"Awon omo lehin Jesu Kristi ni won koko n pe ni “kristiani” ni Antioku (Ise Awon Aposteli 11; 26) nitori iwa won, ise won ati pe oro won bi Kristi ni.","Wafuasi wa yesu kristo waliitwa kwa mara ya kwanza “wakristo” antiokia (Matendo 11:26) kwa sababu tabia zao, matendo yao na hotuba zao zilikuwa kama za Kristo."
"Ṣùgbọ́n, nǹkan kejì tí ẹsẹ yìí ńkọ́ wa ni wípé ìyè ayérayé wà nípasẹ̀ Jésù Kristi.",Hata hivyo kitu kingine cha pili katika aya hii yatufunza ni uzima wa milele upo kupitia kwa Yesu yenye tulistahili kwa haki.
4) Kọ́ láti pa ara rẹ mọ́ ní mímọ́ (1 Tẹsalonika 4:3-4).,Rudi kwa ukurasa wa nyumbani wa Kiswahili
"Ìfẹ́ (Jésù) kìí gbéraga nípa ohun tí Òun jẹ́ nínú ara, bí ó tilẹ̀ jẹ́ wípé Òun lè borí ẹnikẹ́ni tí Òun bá bá pàdé.","Upendo (Yesu) hakujivunia vile alivyo kuwa kimimwili, ingawa aliweza kumshinda nguvu kila mtu aliyekutana naye."
Idahun,Jibu
Ṣíṣe àṣàrò nínú Ọ̀rọ̀ Ọlọ́run àti ìgbọràn sí ẹ̀kọ́ rẹ̀ yóò mú àṣeyọ́rí wa n'ílé ayé (Josua 1:8; Jakọbu 1:25).,Rudi kwa ukurasa wa nyumbani wa Kiswahili
"Ṣùgbọ̀n àwa gbọ́dọ̀ fi sọ́kàn wípé Bíbélì pé, ní wípé o ti fi ohun gbogbo tí a ní láti mọ̀ láti ìsínsìnyí dé ayérayé hàn.","Lazima tukumbuke kwamba, Bibilia imekamilika, baada ya kufunua kila kitu tunastahili kujua tangu sasa hadi milele."
Romu 1:26-27 ko wa wipe ibasepo pelu eda kan naa je wipe bi aigboran ki a si ma tele ofin re Olorun.,Warumi 1:26-27 inatufundisha  ya kwamba ushoga ni njia mojawapo ya kumkana na kutomtii Mungu.
"Ọjọ́ Ìsinmi sì ni Ọjọ Àbámẹ́ta, kìí ṣe Ọjọ́ Àìku, kò sì tíì yípadà.",Sabato bado ingali siku ya Jumamosi si Jumapili na haijawai badilishwa.
Orin Dafidi 139:13-16 sọ nípa iṣẹ́ ribiribi Ọlọ́run nínú ìṣẹ̀dá àti ìdàgbàsókè wa nínú oyún.,Zaburi 139: 13-16 yasungumzia jukumu la Mungu katika uumbaji wetu na kutengezwa kwetu katika tumboni mwa mama zetu.
"Lẹ́yìn náà, níwájú Pọ́ntù Pílátù, ""Àwọn Júù dá a lóhùn wípé , àwa ní òfin kan, àti gẹ́gẹ́ bi òfin wa Ó yẹ láti kú, nítorítì Ó fi ara Rẹ̀ ṣe Ọmọ Ọlọ́run"" (Johannu 19:7).","Baadaye mbele ya Pilato, “Wayahudi wakamjibu, Sisi tunayo sheria, na kwa sheria hiyo amestahili kufa, kwa sababu alijifanya kuwa Mwana wa Mungu” Yohana 19:7) ni kwa nini makisio yake kuwa Mwana wa Mungu yachukuliwe kuwa kufuru na astahili hukumu ya kifo?"
A gba wipe Jesu je enia ti o wa si ile aye lori ile Isreali lati igba jinjin.,Inakubalika kikamilifu kuwa Yesu alikuwa ni mtu aliyetembea juu ya ardhi huko Israeli karibu miaka 2000 iliyopita.
"Ọlọ́run pàṣẹ wípé, ""àádọ̀rin méje"" yóò mú gbogbo nǹkan wọ̀nyìí ṣe.","Ukurasa huu unazungumzia juu ya majuma 70 ambayo yametangazwa kunyume na “watu wako.” Watu wa Danieli ni Wayahudi, taifa la Isreli, na Danieli 9:24 yazungumzia kipindi cha muda ambao Mungu amepeana “kumaliza uazi wote, kuweka kikomo dhambi, kutoa utakazo wa uovu wote, kuleta utakatifu wa milele, kutia muhuri maono na unabii na kutia mafuta yeye aliye matakatifu wa watakatifu.” Bwana Mungu asema, “sabini na saba” itatimiza mambo haya yote."
Idahun,Jibu
Ìbéèrè náà wá jẹyọ – kínni ìdí tí a fi nílò ìràpadà?,Basi swali lajibuka ni- Ni kwa nini tuliitaji kufidiwa?
"Gbogbo ọ̀nà àmọ̀ràn àti ìbániwí gbọ́dọ̀ jẹ́ èyí tí Ọlọ́run pàṣẹ, tí ó sì ṣe ìṣàkósó lé lórí, kí àṣẹ Rẹ̀ lè wà nígbà gbogbo àti lẹ́sẹ̀kẹsẹ̀ ní ìbárakínra pẹ̀lú àyà,ọkàn, àti ẹ̀rí ọkàn àwọn ọmọ.","Mchakato wote wa maagizo na maonyo lazima yawe yale ambayo Mungu ameyaamuru na ambayo anayasimamia, ili mamlaka yake yaletwe katika hali ya kuendele na kukutana na akili, moyo na hisia za mtoto."
"Ní ìlànà pẹ̀lú bíbélì, àwọn ẹ̀mí èṣù ni àwọn ańgẹ́lì tí ó ṣubú pẹ̀lú Sàtánì tí ó ṣe lòdì sí Ọlọ́run.","Bibilia inaonyesha kwamba mashetani ni malaika walioanguka pamoja na Shetani, kwa kumuasi Mungu."
"Emi ni Oluwa, a ko le ri (Johannu 1;18, 4;24).",Haonekani na macho ya kawaida (Yohana 1:18; 4:24).
"Nítorínà, ẹ̀yin ará mi olùfẹ́, ẹ má a dúró sinsin.","“Basi, ndugu zangu wapendwa, mwimarike, mkazidi sana kutenda kazi ya Bwana sikuzote, kwa kuwa mwajua ya kwamba taabu yenu siyo bure katika Bwana” (1Wakorintho 15:58)."
"Tomasi omo leyin Jesu wipe, “Oluwa mi ati Olorun mi” (Johannu 20;28).","Tomaso mwanafunzi wa Yesu alisema kuhusu Yesu, “Bwana na Mungu wangu” (Yohana 20:28)."
"A ni lati ranti wipe ara wa, emi wa, ti di irapada, o si ti di ti Olorun.","Hamjui ya kuwa miili yenu ni hekalu la Roho Mtakatifu, akaaye ndani yenu, ambaye mnaye kutoka kwa Mungu na ninyi si mali yenu wenyewe."
"Ìran wọn kò bá ti jogún àwọn àǹfàní wọ̀nyìí, bí ó tilẹ̀ lè kéré díẹ̀.",Vizazi vyao wangeridhi uzuri huu ingawa kwa kiwango cha chini.
"Ìkejì, kò sí ibi kankan nínú Ìwé Mímọ́ tí a ti sọ fún àwọn onígbàgbọ́ kí a baptisi wọn pẹ̀lú, nínú tàbí nípasẹ̀ Ẹ̀mí, tàbí ní òye kankan láti wá ìrìbọmi ti Ẹ̀mí Mímọ́.","Pili, hamna mahali katika Bibilia Wakristo wameelezwa wabatizwe, ndani ya, au kwa Roho au kwa vyovyote vile watafute ubatizo wa Roho Mtakatifu."
