Idariji ko see fi eto gba tabi ti owo ra lati odo Olorun.,"Yesu alifufuka katika wafu, akishuhudia ushindi Wake juu ya dhambi na mauti (1 Wakorintho 15:1-28)."
"Fún gbogbo ìtàn Isrẹli, ọ̀pọ̀lọpọ̀ ìrírí ìjà àwọn ọmọ Isrẹli jẹ́ pẹ̀lú àwọn ẹ̀sìn elétò.","Katika historia ya Waisraeli yote, mfutano mwingi unaoshuhudiwa na Waisraeli ulihuzisha ule wa dini ilyo na mpangilio."
"Ranti, gbigba adura yi tabi adura miran ko le gba o.",Imani pekee katika kazi aliyo ikamilisha Kristo pale msalabani ndiyo njia ya kweli na pekee ifikayo uzimani!
"Dípò bẹ́ẹ̀, ki wọ́n máa tọ́ wọn nínú ọ̀nà Ọlọ́run.",Badala wanastahili kuwalea kwa njia ya Mungu.
Jíjẹ́ ìyá jẹ́ ipa tí ó ṣe pàtàkì tí Olúwa yàn láti fifún ọ̀pọ̀ àwọn obìnrin.,Kuwa mama jukumu la muimu sana ambalo Mungu alilichagua kulipa wamama wengi.
A mo wipe oro igbala ni o kede fun awon alaigbagbo.,"Yesu aliteswa na kufa msalabani, mwili ukiuawa na roho  yake pia kufa kwa kufanywa  dhambi."
"Ọ̀rọ̀ bíbélì nípa ìgbàgbọ́ rọrùn, hàn kedere, ó sì dùn bákànnáà.",Ujumbe wa kibilblia wa wokovu ni rahisi na wazi na vile vile ni wa kushangaza.
"Nípa ṣíṣe bẹ́ẹ̀, àwọn àkójọ gíìnì fún ẹgbẹ́ kan ní pàtó dínkù gan-an bí ẹgbẹ́ náà kò ṣe ní gbogbo àkójọpọ̀ ènìyàn láti darapọ̀mọ́.","Kwa kufanya hivyo, chembe chembe za damu zikashuka pakubwa sana kwa vile hicho kikundi hakikupata kujumlika na wengine."
"Nínú àwọn Ẹpistili, àwọn ẹgbẹ́ elétò kan wà tó ńda ìhìnrere pọ̀ mọ́ iṣẹ́ àti ìrúbọ kan tí a nílò.","Katika barua kulikua na dini ambazo zilichanganyisha matimizo Fulani, matendo na tamaduni."
"Olórin kọ wípé, Ìbùkún ni fún gbogbo àwọn ti o gbẹ́kẹ̀ wọn lé e."" (Orin Dafidi 2:12).","Mwandishi wa Zaburi aliandika, ”Heri wote wanaomkimbilia” (Zaburi 2:12)."
Yio si je gidi ati oye ni ona ti a fi se (1 Korinti 14:10).,Ingekuwa ni lugha inayoeleweka (wakorintho wa kwanza 14:10).
"Nítorí Iṣmaili tí ó kẹ́gàn Isaaki (Jẹnẹsisi 21:9), Sarah bá Abráhámù sọ̀rọ̀ láti lé Hagari àti Ismaili lọ (Jẹnẹsisi 21:11-21).","Kwa ajili ya Ishmaeli kumkejeri Isaka (Mwanzo 21:9), Sara akamwambia Abrahamu awafukuze Haga na Ishmaeli (Mwanzo 21:11-21)."
"Nígbà tí ọkọ bá fẹ́ràn ìyàwó rẹ̀ gẹ́gẹ́ bí Kristi ti fẹ́ràn ìjọ (Efesu 5: 25 -33), nígbànáà ìtẹríba yóò jẹ́ ìdáhùn àìfagbáraṣe láti ọ̀dọ ìyàwó sí ọk rẹ̀.","Wakati mwanamke amependwa vile Kristo alivyolipenda Kanisa, utiifu sio jambo ngumu."
"“Ki olukuluku eniaki o se gege bi o ti pinnu li okan re; ki ise afekunse, tabi ti alaigbodo ma se; nitori Olorun fe oninudidun olore” (1 Korinti 9:7).","“ kila mtu niatoe kile alicho azimia kutoa kutoka ndani ya moyo wake, si kwa  manung’uniko wala kulazimishwa, kwa kuwa Mungu hupenda kwenye kutoa kwa moyo mkunjufu” (wakorintho wa pili 9:7)."
"Ohunkóhun tí a bá ṣe, gbọ́dọ̀ jẹ́ èyí tí a jìjọ fìmọ̀ sọ̀kan lé lórí papọ̀.","Cho chote kinachofanywa, lizima kifanyika katika mapatano."
"Ki a si wo oriki naa: Olorun ni eni ti o wa, wipe ko ni ibere ati opin re ko si.","Natuanze kwa kufahamu ya kuwa Mungu ni muumba wetu na sisi ni sehemu ya uumbaji wake (Mwanzo 1:1, Zaburi 24:1)."
"Àríyànjiyàn mẹ́ta tí ó ṣe pàtàkì ló wà lórí Àbá Iṣẹ́ àkànṣe Tí ó mọ́pọlọ dání: 1) àkójọpọ̀ tí kò ṣeé dínkù, 2) àkójọpọ̀ tí ó níra ní pàtó àti 3) ìlànà tí ó nííṣe pẹ̀lú ènìyàn.","Kuna mijadala mitatu ya kimsingi katika nadharia ya uchoraji wa kiakili: 1) majikwezo yasiyopunguka, 2) majikweo halisi, na 3) kanuni ya ufanano wa mwanadamu."
"Eyi je ona imole ati otito ni ile aye, ninu ebi (Efesu 5:22-33) ati ile ijo.",Hivyo ndivyo ilivyo katika jamii zetu nyumbani (waefeso 5:22-33) na kanisani.
Ẹsẹ̀ yí sọ wípé ẹnití ó bá gbàgbọ́ jẹ́ ara Kristi tí òun sí ti gba Ẹ̀mí ti Kristi bíi ẹ̀rí.,Aya hii inasema yeyote atakaye amini in sehemu ya mwili wa Kristo na ameupokea Roho wa Kristo ni ushaidi.
"3) Ọlọ́run tìkalára Rẹ̀ ra aráyé padà nípa ìrúbọ ọmọ Rẹ̀, Jésù Kristi (Jẹnẹsisi 3:15; Luku 19:10), ní ọjọ́ kan yóò sì dá ìṣẹ̀dá padà sí ipó pípé rẹ̀ òwúrọ̀ (Isaiah 65:17-25).","Mungu mwenyewe amekomboa ulimwengu kupitia kwa mwanawe Yesu Kristo kama dhabihu (Mwanzo 3:15; Luka 19:10), na siku moja atarejesha viumbe wote katika hali yao ukamilifu ya zamani (Isaya 65:17-25)."
"Dípò bẹ́ẹ̀, Kristi sọ fún-un wípé ó nílò láti di ọmọ Ọlọ̀run, wípé, ""lóòtọ́, lóòtọ́ ni mo wí fún ọ, bíkòsepé a tún ènìyàn bí, òun kò le rí ìjọba Ọlọ́run"" (Johannu 3:3).","Badala, Kristo alisema, “Amini, amini, nakuambia, Mtu asipozaliwa mara ya pili, hawezi kuuona ufalme wa Mungu” (Yohana3:3)."
Iginatu ti Antioku mọ bíi ìwé méje (ní ọdún 115 lẹ́yìn ikú Kristi).,Ignatius wa Antiokia alivitambua vitabu saba (A.D. 115).
"A so ni pa ibi ti a o bi si, awon obi re, ati papa, iku re ati ajinde ni ojo keta.",Haikutabiriwa tu atazaliwa wapi na atakuwa wa jamii gani lakini pia ya kuwa angekufa na kufufuka siku ya tatu.
"Àwọn Ìwé Mímọ́ mììrán nínú Màjẹ̀mú Titun fihàn wípé sheol/hades jẹ́ ibùgbé fún ìgbà díẹ̀, níbití a fi àwọn ọkàn pamọ́ sí bí wọ́n ṣé ńretí àjíǹde àti ìdájọ́ ìkẹhìn.",Jehanamu (ziwa la moto) ni mahali pa kudumu na hukumu ya mwisho kwa wanaoangamia.
Ó jẹ́ ìṣubú ẹ̀mí fún Kristiẹni láti má dáríjì ara wọn àti wípé kí wọ́n má sì parí gbólóhùn asọ̀ tí ó wà láàrin wọn.,Kwa Wakristo wasiposameheana wao wenyewe na kupatana kwa tofauti zao ni kuonyesha kushindwa kiroho.
Clement ti Romu dárúkọ ó kéré jù ìwé Májẹ̀mú Titun mẹ́jọ (ní ọdún 95 lẹ́yìn ikú Kristi).,Kilementi (Clement) wa Rumi alitaja karibu vitabu nane vya Agano Jipya (A.D. 95).
"Jakobu so wipe a le ni igbagbo, ki as i ma ni iwa rere lowo (Jakobu 2:17-18).",Yakobo anakataa yakuwa mtu anaweza kuwa na imani bila kuonyesha mtendo mema (Yakobo 2:17-18).
À ó bọ́ pátápátá lọ́wọ́ ẹ̀ṣẹ̀.,Hatimaye tutakuwa huru kutoka dhambi.
"Àwọn oní ẹ̀kọ́ nípa bíi Ọlọ́run ṣe fi ara Rẹ̀ hàn ní sáà kọ̀ọ̀kan gbà wípé ìjọ kò tíì rọ́pò Isrẹli nínú ètò Ọlọ́run, àti wípé a kò tíì kó àwọn ìlérí májẹ̀mú Láíláí fún Ìjọ.",Mfumo wa dini washikilia kuwa kanisa halijachukua nafasi ya Israeli katika mpango wa Mungu na ahadi za Agano La Kale hazichahamishiwa kanisa.
"Láti ""yípadà"" jẹ́ ""láti yípo.""",Wil jy tot Christenskap bekeer na aanleiding van wat jy in hierdie artikel gelees het?
"Nínú orí yìí, Pọ́ọ̀lù Àpọ́stélì ṣ'àlàyé ìdí tí ó fi ṣe pàtàkì láti ní òye àti ìgbàgbọ́ nínú àjíǹde Kristi.","Kifungu kinacho angazia ufufuo wa Yesu in 1Wakorintho15, katika mlango huu Paulo anaeleza ni kwa nini ni muimu kuelewa na kuamini ufufuo wa Kristo."
"Bóyá ẹ̀rí tí ó tóbi jùlọ wípé Jésù wà ni wípé ẹgbẹgbẹ̀rún àwọn Kristiẹni ní ìgbà ìgọ́ọ̀rún àkọ́kọ́ A.D., àti pẹ̀lú àwọn àpọ́stẹ́lì méjìlá, ṣetán láti fi ẹ̀mí wọn lélẹ̀ fún ikú fún Jésù Kristi.","Ingawa ushaidi mkubwa ya kwamba Yesu alikuepo ni ule kwamba maelfu ya Wakristo katika karne ya kwanza baada ya Yesu kuzaliwa (A.D), wanafunzi kumi na wawili wakiwemo, walikuwa karibu kuyatoa maisha yao hata kufa kwa sababu ya Yesu Kristo."
"Ní gbogbo ọ̀nà, a nílò ìtẹríba: fún ọmọ onílùú sí ìjọba, agbo sí olùṣọ́-àgùntàn, ìyàwó sí ọkọ, ọmọ sí baba.",Tena aya hii yasema kuwa mke anastahili kufuata mfano wake na kumtii mume wake.
Ìgbé-ayé ènìyàn nínú oyún yẹ fún gbogbo ipá láti gba ọmọ náà láàyè láti wáyé.,Maisha ya mwanadamu katika tumbo ni ya dhamani kwa juhudi zote mtoto awezeshwe kuzaliwa.
Mo mo n wipe iku ati ajinde re lo fun mi ni idariji ese.,Asante kwa neema yako ya ajabu na msamaha – kipwa cha uzima wa milele!
"Ẹ̀rí tí ó kaniláyà wà fún wíwà Jésù Kristi, ní ìtan tí kìí ṣe ti bíbélì àti ti bíbélì.","Kuna ushaidi wa kufurahisha wa kuwepo kwa Yesu, zote katika historia za kawaida na historia ya kibilia."
"Ìbáṣepọ̀ yìí kò dálé lórí ""èmi àti t'èmi"" ṣùgbọ́n lórí ""àwa àti t'àwa.""",Uhusiano huu haulengi “mimi na chanue” bali “sisi na chetu.” Hii ni mojawapo ya siri ya ndoa itakayo dumu.
"Gẹ́gẹ́ bí a kò ti ní ipa nínú ìbí wa, a kò lè mú kí á bí ara wa sínú ìdílé Ọlọ́run nípa ṣíṣe rere tàbí kí á ma a ṣe ìgbàgbọ́ ara wa.","Vile aya hapo juu zinasema, Mungu ndiye “aliwapa uwezo” kulingana na mapenzi yake ya nehema."
"Lákọ́kọ́, ẹ̀rí ọkàn ènìyàn wà, pé ""nǹkan"" kan wà tí ó dájú nínú wa tí ó sọ fún wa wípé ayé yẹ kí ó jẹ́ ọ̀nà tí ó dájú, wípé àwọn nǹkan kan tọ́, nígbà tí àwọn kan kò sì tọ́.","Kwanza kunayo ile akili ya mwanadamu, ambayo kuwa “kitu” ndani yetu chatuambia kwamba ulimwengu lazima uwe katika hali fulani, kuwa mambo mengine ni mazuri au ni mabaya."
Eyi ko so fun wa wipe ko si Olorun.,Hiyo haimaanishi ya kuwa hakuna idhibati ya kuweko kwa Mungu.
Jésù pàṣẹ fún wa wípé kí á fẹ́ràn ọmọnìkejì wa gẹ́gẹ́ bí Òun ṣe fẹ́ràn wa (Johannu 13:34).,Yesu anatuamuru tuwapende wengine jinsi tunavyojipenda (Yohana 13:34).
"“Sugbon a sa li o gbe nitori ire koja wa, a pa li ara nitori aisedede wa; ina alafia wa wa lara re, ati nipa ina re li afi mu lara da” (Isaiah 53;5).","“Alijeruhiwa kwa makosa yetu, Alichubuliwa kwa maovu yetu; Adhabu ya amani yetu ilikuwa juu yake, Na kwa kupigwa kwake sisi tumepona’’ (Isaya 53:5)."
Pátápátá!,Kamwe!
Kò sí ẹníkẹ́ni tí ò lè dá ṣe ẹlẹ́rí Jésù tí ó ńṣe iṣẹ́ ìyanu kí ó sì wá fi agbára náà pe ti sátánì dípò ti Ẹ̀mí.,Hamna mtu atakaye shuhudia Yesu Kristo akitenda miujiza na kudai kwamba nguvu hizo ni za Shetani badala ya Roho Mtakatifu.
"Bí a bá ṣe mọ ohun tí ó yẹ láti gbàdúrà fún, bẹ́ẹ̀ ni Ọlọ́run yóò dáhùn ""bẹ́ẹ̀ni"" fún àwọn ìbéèrè wa.","Tunavyo jua chenye tunaomba zaidi, ndivyo Mungu atakavyo kuwa na jibu la maombi kuwa “ndio.”"
"Filipi 4:6-7 gbà wá níyànjú, ""Ẹ máṣe àníyàn ohunkóhun, ṣùgbọ́n nínú ohun gbogbo, nípa àdúrà àti ẹ̀bẹ̀ pẹ̀lú ìdúpẹ́, ẹ máa fi ìbéèrè yín hàn fún Ọlọ́run.","Wafilipi 4:6-7 yatupa moyo kuwa, “Msijusumbue kwa neno lolote; bali katika kila neno kwa kusali na kuomba, pamoja na kushukuru, haja zenu na zijulikane na Mungu."
Bíbélì kò sọ nípa oyún ṣíṣẹ́ ní pàtó.,Bibilia kamwe haijalizungumzia swala la kuavya mimba moja kwa moja.
Kínni ìdí tí Òun kò ṣe ṣẹ̀da gbogbo wa kí ó sì fi wá sílẹ̀ ní ọ̀run níbití àwa yóò ti wà ní pípé láìsí ìjìyà?,Ni kwa nini Hakuweza kutuumba wote na atuache tukae mbinguni kwenye tutakuwa wakamilifu na bila kuwa na matezo?
Báwo ni Jobu ṣe ṣe sí èyí?,Je Ayubu alifanya nini?
"Eyi je awon ohun pataki ti ani lati wo ti a be fe mo n nipa Bibeli wipe o wa lati odo Olorun, lati orun wa, ti o si je gbogbo iranlowo fun igbagbo ati ise.","Haya ndiyo baadhi ya maswali ambayo yanahitajika kuangaliwa kama ni tunahitaji kujua kweli biblia ni neno al Mungu, lilitoka kwake na lenye kujitosheleza katika mambo yote ya kiimani."
"Ní gbogbo Májẹ̀mú Láíláí, àwa tún rí Ọlọ́run tí ó ńba àwọn ọmọ Isrẹli ṣe ní ọ̀nà kan náà bí baba ṣeé ṣe pẹ̀lú ọmọ.","Katika Agano la Kale yote, pia twaona Mungu akiwapenda wana wa Israeli sawa na upendo wa baba anaompenda mwanawe."
"Ìgbé-ayé, ikú àti àjíǹde Jésù ti san gbèsè ẹ̀ṣẹ̀ wa fún Ọlọ́run.","Maisha, kifo na kufufuka kwa Yesu kumetulipia deni ya dhambi zetu kwa Mungu."
Ọlọ́run ti fi onírúurú àṣẹ lé lẹ̀ nínú ayé: ìjọba láti gbé ìdájọ̀ ró ní àwùjọ àti láti pèsè ààbò; olùṣọ́-àgùntàn láti darí àti láti bọ́ àwọn àgùntàn Ọlọ́run; àwọn ọkọ láti fẹ́ àti láti tọ́jú àwọn ìyàwó wọn; àti àwọn baba láti gba àwọn ọmọ wọn ní ìyànjú.,"Wakati Adamu na Hawa walimuasi Mungu, dhambi ikaingia ulimwengu, na hapo mamlaka yakahitajika ili yatekeleze sheria za nchi na pia kutupa kinga tunayohitaji."
"Láti pèsè ara rẹ sílẹ̀ fún ìgbéyàwó, láti rìn ní ọ̀nà tí ó yẹ ti ìpè rẹ nínú Kristi Jésù, àti láti lè wà ní tímọ́tímọ́ pẹ̀lù Ọlọ́run nípasẹ̀ Ọ̀rọ̀ Rẹ̀ (2 Timoteu 3: 16-17), fi ojú sùn lórí ìgbọ́ràn nínú ohun gbogbo.","Ili tujitayarishe kwa ndoa, tutembea kadiri na mwito wetu katika Kristo Yesu, na tuwe na ushirika wa karibu na Mungu kupitia kwa neno lake (2 Timotheo 3:16-17), tazamia utiifu katika mambo yote."
"Ìgbàgbọ́ nínú Jésù Kristi gẹ́gẹ́ bíi Olùgbàlà ni ""ìgbésẹ̀"" kansoso sí ìgbàlà.",Imani katika Yesu kama mwokozi ndio “hatua” pekee ya wokovu.
Nígbà wo ni a ńgba Ẹ̀mí Mímọ́?,Ni wakati gani tunaupokea Roho Mtakatifu?
"Bí ó bá jẹ́ bẹ́ẹ̀, àti wípé kò ní ṣe ibi kankan fún ẹsẹ Bíbélì kankan.","Kwa kuchukulia hivyo, na haitawadhuru andiko lolote la kibibilia."
"Gẹ́gẹ́ bí a ṣe jogún àbùdá ara láti ọ̀dọ̀ àwọn òbí wa, a jogún àwọn àbùdá ẹ̀ṣẹ̀ wa láti ọ̀dọ̀ Adamu.","Vile tunavyo rithi tabia zinazoonekana kwa nche kutoka kwa wazazi wetu, vilevile tulirithi hali yetu ya dhambi kutoka kwa Adamu."
"Ìbí Wúńdíá dènà ìtànkálẹ̀ àbùdá ẹ̀ṣẹ̀, ó sì gba Ọlọ́run ayérayé láti di ènìyàn pípé.",Uzao wa ubikira wa Yesu haukufuata hali ile ya kupitisha dhambi kutoka kizazi hadi kizazi na kumruhusu Mungu aishiye milele kuwa mwanadamu kamili.
"Ogogoro, ni mimu ni kekere, ko da fun ara.","Kileo, kinapotumiwa kwa uchache hakina athari kwa mwenye kukitumia."
"Ní àkókò ìkún omi, a tú àgbá omi sórí ayé (Jẹnẹsisis 7:11), ó fi òpin sí àyíká tí o bójúmu.","Mwanzo 7:11 yaonyesha kwamba, katika wakati wa gharika, kivuli cha maji kilimwagwa juu ya nchi, na kuatarisha maisha."
Ki ni itumo idariji ati wipe ki ni iwulo re fun mi?,Msamaha ni nini na kwanini ninauhitaji?
Johannu 6:71 sọ fún wa wípé Júdásì ni ọmọ Símónì.,Mfano mwingine unaweza patikana katika Yohana 17:12 mahali Yuda anaelezwa kama mwana wa “upotevu”?
Ó jẹ́ yíyàn láti ni ìfojúsùn sí ọ̀dọ Ọlọ́run àti sí Ọ̀rọ̀ Rẹ̀ pẹ̀lú gbogbo ọkàn wa kí ọkàn àti àwọn èro wa lè kún fún àwọn ohun náà tí yóò fún Ún ní ìdùnnú.,Ni kuchagua kumtazamia Mungu na neno lake kwa moyo wetu wote ili nafsi zetu na akili zetu zijazwe na mambo ambayo yanamfurahisha Mungu.
"Lẹ́yìn náà a ní gbogbo àwọn àkọsílẹ̀ Gnostic (The Gospel of Truth, The Apocryphon of John, The Gospel of Thomas, The Treatise on Resurrection, etc.)","Pia tuko na maandishi ya Wayunani (Injili ya kweli/The Gospel of Truth, Kitabu kingine cha Yohana/Apocryphon of John, Injili ya Thomasi/ The Gospel of Thomas, Makubaliano juu ya ufufuo/The Treaties on Resurrection na mengine) yote yanamtaja Yesu."
"Ọ̀rọ̀ Ọlọ́run kò le ṣákìí, tẹríba, tàbí nílò àfikún láíláí.",Ujumbe wa maana katika Bibilia wa- ukombozi ni wa ulimwengu wote na wawafaa wanadamu wote.
Sọ fún Ọlọ́run wípé o mọ̀ pé ẹlẹ́ṣẹ̀ ni ọ́ àti wípé o yẹ kí o lọ sí ọ̀run-àpáàdì.,Vertel aan God dat jy bely dat jy ‘n sondaar is en dat jy verdien om hel toe te gaan.
Báwo ni ti àwọn ìṣẹ̀dá tí kò dára àti tí kò jípépé ní àwọn pílánẹ́tìì míìrán?,Itakuwaje kwa vile viumbe havina maadili na vizivyo-ishi katika sayari zingine?
Ṣé ó burú láti gbájúmọ́ ẹ̀bùn ẹ̀mí tó bẹ́ẹ̀ tí a pàdánù ore-ọ̀fẹ́ míìrán láti sin Ọlọ́run?,nimakosa kuangazia kipawa sana kiwango tunakosa sehemu zingine tunaweza kumfanyia Mungu kazi?
"Olorun ri wipe, sugbon, nitori pe igbeyawo je ti elese meji, ikosile yio wa.","Mungu antambua ya kwamba kwa kuwa ndoa ni ya wenye dhambi wawili, talaka haina budi kutokea."
Ìwé Mímọ́ hàn kedere wípé Ọlọ́run mọ ẹni tí yóò ní ìgbàlà (Romu 8:29; 1 Peteru 1:2).,Maandiko yako wazi kwamba Mungu anajua ni nani ataokolewa (Warumi 8:29; 1Petero 1:2).
"Ibarasun je ikorira gege bi iwa-pansaga ati agbere miran, gbogbo e naa si je ibarasun siwaju igbeyawo.",Hivyo tunazuiwa kufanya kitendo cha ngono kabla ndoa ili tusijipatie watoto tusiowatarajia.
"Itumo eyi ni wipe, “Egbe ara awon Kristi” tabi “omo lehin Kristi”.","Ina maana sawa na “Kuwa mmoja wa kundi la kristo” au “mfuasi wa kristo,” ambayo imefanana na tafsiri ya Neno hili katika kamusi ya Webster."
"Polycarp, ọmọ-ẹ̀hìn Johannu àpọ́stélì, gba àwọn ìwé 15 (ní ọdún 108 lẹ́yìn ikú Kristi).",Polycarp aliyejufunza chini ya mtume Yohana alivitambua vitabu 22 (A.D. 170-235).
"Lẹ́yìn tí Òun jí Kristi dìde gẹ́gẹ́ bíi Aṣẹ́gun lórí ẹ̀ṣẹ̀ àti ikú, Ọlọ́run fún-Un ní gbogbo àṣẹ (Efesu 1:20-23).","“Bali wote waliompokea aliwapa uwezo wa kufanyika watoto wa Mungu, ndio wale waliaminio jina lake waliozaliwa, si kwa damu, wala si kwa mapenzi ya mwili, wala si kwa mapenzi ya mtu, bali kwa Mungu” (Yohana 1:12-13)"
"Ní àfìwé sí Májẹ̀mú Titun, àríyànjiyàn kékeré ló wà lórí àkójọpọ̀ Májẹ̀mú Láíláí.",Kulinganisha na Agano Jipya kulikua na mfutano kuhuzu kanoni ya Agano La Kale.
"Àwọn òfin sáyẹ́ǹsì àti ẹ̀kọ́ ohun ti a lè fójú rí (physics) kò ní wúlò, ọrọ̀-ajé kò ní ṣeé ṣe.","Sheria za sayansi na fisikia sitakuwa sa muhimu, sheria ya biashara haitawezekana."
Ìdáhùn náà wá láti ọ̀dọ Sátánì àti àwọn ẹ̀mí èṣù rẹ̀.,Jibu ni kutoka kwa Shetani na mapepo yake.
"Àwọn oní ẹ̀kọ́ nípa bíi Ọlọ́run ṣe fi ara Rẹ̀ hàn ní sáà kọ̀ọ̀kan gbàgbọ́ wípé, gẹ́gẹ́ bí Ọlọ́run ṣe ntẹjú mọ́ ìjọ ní òní, yóo sì tún tẹjú mọ́ Isrẹli ní ọjọ́-ọ̀la (wo Romu 9-11 àti Daniẹli 9:24).","Mfumo wa dini waamini kwamba vile Mungu ako katika kizazi hiki akilitazama kanisa, pai siku za husonni atawaangazia Waistraeli (Warumi 9-11)."
A ni lati se imoran ninu ile aye yi nipa ibi ti a ti fe lo ainipekun wa.,Mtu sharti afanye uamuzi wa kuchagua sasa juu ya mahali anapotaka kuenda kwa umilele wake.
"Jesu si ku fun wa lori igi agbelebu, o si gba es ti o ye wa (Romu 5;8).","Yesu alikufa msalabani kwa ajili yetu, kwa kuchukua adhabu tuliyostahili (Warumi 5:8)."
"Aṣòdìsí Kristi náà (ẹranko náà) yóò gba agbára, yóò sì buwọ́ lu májẹ̀mú pẹ̀lú Isrẹli fún ọdún méje (Daniẹli 9:27).",Mpinga Kristo (joka) atakuja mamlakani na ataweka mkataba na Israeli kwa kipindi cha miaka saba (Danieli 9:27).
Ó ńṣe ìrántí ìkọlù tó kẹ́hìn lórí ilẹ̀ Íjíipiti nígbàtí àkọ́bí àwọn ará Íjíipiti kú tí a sì dá àwọn ọmọ Isrẹli sí nítorí ẹ̀jẹ̀ ọ̀dọ́ àgùtàn tí wọn wọ́n sílẹ̀ ní ẹnu ọ̀nà wọn.,Ilikuwa ukumbusho wa lile pigo la mwisho kwa Wamisri wakati wazaliwa wa kwanza wa kiume walikufa lakini wa Waisraeli wakaachwa kwa sababu ya damu ya kondoo iliyopakwa katika kizingiti cha juu na miimo ya milango.
"“Ti emi ba de lo, emi n lo lati lo pese aye sile fun yin, emi o tun pada wa, emi o si mu nyin lo sodo emi tikarami; pe nibiti emi gbe wa, ki eyin le wa nibe pelu” (Johannu 14;3).","Wewe pia waweza kuishi milele na Yesu Mbinguni, kwani alisha ahidi: “Basi mimi nikienda na kuwaandalia mahali, nitakuja tena niwakaribishe kwangu; ili nilipo mimi, nanyi mwepo” (Yohana 14:3, TMP)."
"Ní àkíyèsi sí ìtẹríba láàrín igun ti mọ̀lẹ́bí, 1 Kọ́rinti 11: 2-3, wípé ọkọ náà ní láti tẹríba sí Kristi (gẹ́gẹ́ bí Kristi ṣe ṣe sí Ọlọ́run Baba) kí ìyàwó náà tẹríba sí ọkọ rẹ̀.","Ile hali kwa usaidizi wa Roho Mtakatifu, mwanamke anamtii mume wake na mwanamume kwa juhudi zote anampenda mke wake."
"1 Timoteu 6:10 so fun wa wipe, “ife owo ni ipinlese ero buburu; eyiti awon miran nlepa ti a si mu won sako kuro ninu igbagbo, nwon si fi ibinuje pupo gun ara won li oko.” Heberu 13;5 wipe, “ki okan nyin ki o mase fa si ife owo, ki ohun ti e ni ki o to n yin; nitoripe on tikarare ti wipe, Emi ko je fi o sile, beni Emi ko je ko o sile.” Matteu 6;24 wip, “ko si eniti o le sin Oluwa meji; nitori yala yio korira okan, yio si fe ekeji; tabi yio faramo okan yio si yan ekeji ni iposi.","Methali 13:11 inasema, “ pesa mbaya hutoroka zenyewe, lakini yule akusanyaye pesa chache chache huzifanya kukua na kuwa nyingi.”  Mungu ni muweza na atagharimia mahitaji ya kanisa  kwa njia za halali."
"Ọlọ́run ńfẹ́ kí àwa dàgbà ni ẹ̀mí, tí Òun sì ti fún wa ní ohun gbogbo tí a nílò láti ní ìrírí ìdàgbà ti ẹ̀mí.","Mungu anataka sisi tuwe kiroho, na amatupa yote tunayostahili ili tuhisi uaji kiroho."
Sheol/hades jẹ́ ibùgbé pẹ̀lú ìpín méjì — ibi ìbùkún àti ibi ìdájọ́ (Matteu 11:23; 16:18; Luku 10:15; 16:23; Iṣe awọn Apọsteli 2:27-31).,Mahali pa watakaokolewa paliitwa “paradiso” na ni “kifua cha Abrahamu”.
