ha,yo
"Dangane da waɗannan da wasu kwatancin na Littafi Mai-Tsarki, yana da kyau a yi hasashen cewa a wani lokaci rufin ruwa ya rufe duniya.","Lórí èyí àti àwọn àpèjúwe míìrán nínú Bíbélì, ó mú ọgbọ́n wá láti lérò wípé ní àkókò kan irú àbò omi kan bo ayé mọ́lẹ̀."
"Afisawa 4:14 ta gaya mana, “An yi wannan kuwa don kada mu sāke zama kamar yara, waɗanda suke jujjuyawa, iskar kowace koyarwa tana ɗaukar hankalinsu, bisa ga wayon mutane da makircinsu da kissoshinsu.” Ikklisiya ya kamata ya zama wurin zumunci, inda Krista zasu iya sadaukar da kai ga juna kuma su girmama juna (Romawa 12:10), umarni ga juna (Romawa 15:14), zama masu kirki da jin kai ga juna (Afisawa 4:32), karfafa juna (1 Tassalunikawa 5:11), kuma mafi mahimmanci, kaunaci juna (1 Yahaya 3:11).","Ìjọ yẹ kó jẹ ibi ìdàpọ̀, níbití àwọn onígbàgbọ́ ti lè farajìn fún ara wọn kí wọ́n sì bọ̀wọ̀ fún ara wọn (Romu 12:10), kilọ fún ara wọn (Romu 15:14), ṣe ore àti yọ́nú sí ara wọn (Efesu 4:32), gba ara wọn níyànjú (1 Tẹssalonika 5:11), àti ní pàtàkì jùlọ, nífẹ̀ẹ́ ara wọn (1 Johannu 3:11)."
Wannan rover ya ɗauki ƙarin samfuran kuma ya gudanar da ƙarin gwaje-gwaje da yawa.,Àwọn ikọ̀ yí gba síwájú si àwọn ohun díẹ̀ fún àyẹ̀wò láti ṣe ìwádìí síwájú si.
"Kowa ya aibata Ɗan Mutum, ā gafarta masa.","Ẹnikẹ̀ni tí ó bá ńsọ̀rọ̀-òdì sí Ọmọ-ènìà, a o dárí rẹ̀ jìí, ṣugbọ́n ẹnikẹ́ni tí o bá ńsọ̀rọ̀-òdì si Ẹ̀mí Mímọ́, a kì yíò dárí rẹ̀ jìí li ayé yí, li aye tí ḿbọ̀""(ẹsẹ 31-32)."
"Wannan, a haɗe da wani ruɓaɓɓen ruwa a ƙarƙashin ƙasa, wanda aka saki akan ƙasar (Farawa 2:6) zai haifar da ambaliyar duniya.","Èyi, pẹ̀lú àkójọpọ̀ omi tí ó wà lábẹ́ ilẹ̀, tí a tú sí orílẹ̀ ayé (Jẹnẹsisi 2:6) ni ó gbọ́dọ̀ yọrí sí ìkún omi àgbáyé."
Amma daga baya waɗanda suka horu ta haka sukan sami kwanciyar rai wadda aikin adalci yake bayarwa” (Ibraniyawa 12:11).,"Gbogbo ìbáwí kò dàbí ohun ayọ̀ nísisìyí, bíkòṣe ìbànújẹ́; ṣùgbọ́n ní ìkẹyìn a só èso àlàáfíà fún àwọn tí a ti tọ́ nípa rẹ̀, àní èso òdodo (Heberu 12:11)."
Koma zuwa shafin gida na Hausa,Pada si oju ewe Yorùbá
"Abun takaici, akwai muryoyi a bangarorin biyu na batun wadanda suke da'awar cewa tasu ce kadai mai yiwuwa fassarar-tauhidin ko a kimiyance.","Ó ṣeni láàánú wípé, àwọn kan lẹ́gbẹ̀ẹ́ méjèèjì gbà wípé tí àwọn ni ìtúmọ̀ tí ó ṣeé ṣẹ—ní ìmọ̀ ẹ̀kọ́ nípa Ọlọ́run tàbí ìmọ̀-ìjìǹlẹ̀ sáyẹ́ńsì."
"Abin godiya wannan ba shine al’amarin ba, gama yana sha’awar ya san kowannenmu da kansa (Fitowa 34:6; Zabura 31:19; 1Bitrus 1:3; Yahaya 3:16; Yahaya 17:3).","A dupe pe eyi ko je be, o fe mo wa daradara (Eksodu 34;6, Orin Dafidi 31;19, 1 Peteru 1;3, Johannu 3;16,17,3)."
Yesu ya mutu ne domin ya biya bashin zunubi (1 Yahaya 2:2).,Jésù kú láti san gbèsè ìjìyà ẹ̀ṣẹ̀ wa (1 Johannu 2:2).
Harsuna basa faruwa a yau da kamannin da anyi ta cikin Sabon Alƙawari duk da zance cewa da zata yi amfani mai yawa.,"Awon onigbagbo ode oni ti won nipe won huwa lati ma so ede, won kotele bi Bibeli ti ni ka se."
Amsa,Idahun
"Yadda Ibraniyawa 4;12 ke faɗi, ita rayayyiya ce da ƙarfi kuma takan iya huda ga zukatan mu ta tumbuke dukkan zurfafan damuwar da bisa ganin mutum ba a iya rinjaye ta ba.","Heberu 4:12 so fun wa, E kiyesara, ara, ki okan buburu ti aigbagbo ki o mase wa ninu enikeni nyin, ni lilo kuro lodo Olorun alaye."
"Lokacin da Ya ce, ""Ku yi haka don tunawa da ni,"" Ya nuna wannan bikin ne wanda dole ne a ci gaba a gaba.","Nígbàtí Òun wípé, ""Ẹ ṣe èyí ní ìrántí mi,"" Ó fihàn pé èyí jẹ́ àjọyọ̀ tó gbọ́dọ̀ tẹ̀síwájú l'ọ́jọ́ iwájú."
"Ibraniyawa 1:3 ya bayyana wannan sarai, “Shi ne hasken ɗaukakar Allah, ainihin kamannin zatinsa kuma, shi kuma yana a riƙe da dukan abubuwa ta ikon faɗarsa.","Jíjẹ́wọ́ wípé Òun ní àbùdá Ọlọ́run —kódà láti jẹ́ Ọlọ́run —jẹ́ ọ̀rọ̀-òdì sí àwọn olórí Júù; nítorínà, wọ́n bèère ikú Jésù, ní ìbámu pẹ̀lú Léfitíku 24:15."
Waɗanda ke cikin jahannama za su amince da cikakken adalcin Allah (Zabura 76:10).,Àwọn tí ó wà ní ọ̀run-àpáàdì yóò mọ ìdájọ́ Ọlọ́run tòótọ́ (Orin Dafidi 76:10).
Paparoma Gregory Mai Girma ne ya fara tantance jerin a karni na shida.,Ẹni ńlá Popu Gregory ni ó kọ́kọ́ ṣe ìmúdúró àkójọ náà ní ọgọ́ọ̀rún ọdún kẹfà.
English,English
Koma zuwa shafin gida na Hausa,Pada si oju ewe Yorùbá
Ko akwai rai bayan mutuwa?,Nje ajinde wa leyin Iku?
"Rabin farko na Romawa 6:23 tana shaida, “ Gama sakamakon zunubi mutuwa ne …” Mutuwa na har abada ita ce ladan aiki don zunubanmu.","2 Korinti 5:4 ko wa wipe, Nitori aw ti mbe ninu ago yi nkerora nitoto, eru npa wa: ki ise nitori ti awa nfe ije alaiwoso sugbon ki a le wo wa li aso ki iye ki o le gbe ara kiku mi."
"Yesu ya ce, “Tumakin nan nawa sukan saurari muryata, na san su, suna kuma bi na” (Yahaya 10:27).","Jésù wípé, ""Àwọn aguntan mi ngbọ́ ohùn mi, emi si mọ̀ wọ́n, wọn a sì máa tọ̀ mi lẹ́hin"" (Johannu 10:27)."
Hakanan bai sami wata alamar rai ba.,"Bákan náà, wọn kò rí àmì ẹlẹ́mìí kankan."
Ta yaya Shaidun Jehovah suke ba da hujjar waɗannan koyarwar da ba ta cikin Littafi Mai Tsarki?,Báwo ni àwọn Ajẹ́rìí Jèhófà ṣe fẹ́ sọ di ìtẹ́wọ́gbà àwọn ẹ̀kọ́ wọ̀nyìí tí kò bá bíbélì mu?
Gardama ko an yarda a kashe aure da sake yin aure bisa ga Littafi Mai Tsarki tana kewaye ne da farko kan kalmomin Yesu cikin Matiyu 5:32 da 19:9.,Ibere nipa boya ikosile tabi ki a fe elomiran ohun ti a ni lati mon geg bi Jesu ti so ni Matteu 5:32 ati 19:9.
"Ka lura cewa a cikin Luka 23:56, matan da suka sayi kayan ƙamshi bayan Asabar ta farko sun dawo sun shirya kayan ƙanshin, sannan suka “huta a ranar Asabar.” Hujjar ta nuna cewa ba za su iya sayan kayan ƙamshin bayan Asabar ɗin ba, amma duk da haka sun shirya waɗannan farashin kafin Asabar- sai dai idan akwai Asabar biyu.","Àríyànjiyàn náà sọ wípé wọn kò lè ra àwọn tùràrí náà lẹ́yìn ọjọ́ ìsinmi, síbẹ̀ pèsè àwọn tùràrí náà ṣáájú ọjọ́ ìsinmi-àyààfi tí ọjọ́ ìsinmi méjì bá wà."
"Wannan umarni ne a keɓe Asabar (Asabar, ranar ƙarshe ta mako) a matsayin ranar hutu da aka keɓe ga Ubangiji.","Èyí jẹ́ òfin lòdì sí mímú ohunkóhun tí kìí ṣe ti ara ẹni, láì gbà ìyọnda lọ́wọ́ ẹni tí ó ní."
Zai yi asarar amfani da wannan kuɗin yayin bayar da lamuni.,Òun yóò pàdánù lílo owó náà nígbà tí ó yáa síta.
Zabura 139:13-16 yayi magana game da rawar Allah a cikin halittarmu da samuwarmu a cikin mahaifar.,Orin Dafidi 139:13-16 sọ nípa iṣẹ́ ribiribi Ọlọ́run nínú ìṣẹ̀dá àti ìdàgbàsókè wa nínú oyún.
Littafi Mai Tsarki ya inganta cikakkiyar ƙaura a wajen (da kuma kafin) aure.,Bíbélì ṣe ìgbélárugẹ ìsẹ́ra ẹni pátápátá ní òde (àti ṣájúú) ìgbéyàwó.
Yakamata yin biyayya ya zama amsa ta ɗabi'a ga jagoranci mai ƙayatarwa.,Ìtẹríba gbọ́dọ̀ jẹ́ ìdáhùn àìfagbáraṣe sí ìdarí tí ó kún fún ìfẹ́.
Shin ya/ta riga ta sanya Allah farko da fifiko a rayuwarsa?,Ǹjẹ́ òun ti fi Ọlọ́run ṣe àkọ́kọ́ tẹ́lẹ̀ àti àkọ́kọ́ jùlọ nínú ayé rẹ̀?
English,English
"Idan ambaliyar ba ta duniya ba, da ba za a bukaci jirgi ba.","Bí ìkún omi náà kò bá jẹ́ ti àgbáyé, a kò ní nílò ọkọ̀."
"Ya yi shaida a kasar Turkiyya ta yanzu kuma ya yi shahada saboda wa'azin da ya yi a Armenia, kasancewar bulala ta kashe shi har lahira.","Òun jẹ́rìí ní ibi tí ó jẹ́ Tọ́kìí ní òde-òní tí a sì paá fún ìgbàgbọ́ rẹ̀ fún wíwàasù ní Amenia, nípa nínàá dójú ikú pẹ̀lú kòbókò."
"Idan haka ne, don Allah danna kan “Na riga na karɓi Kiristi yau” botin na ƙasa.","Kristiani gidi je omo Olorun ni toto, ebi omo Olorun, eni ti si fun ni igbesi aye titun ninu Kristi."
"Amma yayin da wasu fassarar ke amfani da ""a rana ta uku"" don waɗannan ayoyin, ba duka suke yi ba, kuma ba kowa ya yarda cewa ""a rana ta uku"" ita ce hanya mafi kyau don fassara waɗannan ayoyin.","Ṣùgbọ́n bí àwọn ìtumọ̀ kan ṣe lo ""ní ọjọ́ kẹ̀ta"" fún àwọn ẹsẹ yìí, kìí ṣe gbogbo wọn ló ṣe bẹ́ẹ̀, kìí sí ṣe gbogbo ènìyàn ló f'aramọ́ wípé ""ní ọjọ́ kẹ̀ta"" ni ọ̀nà tí ó dárajù láti túmọ̀ ẹsẹ wọ̀nyìí."
"Waɗanda suke da wannan ra'ayin sun yi imanin cewa komai yana da alaƙa da wani abu, kuma ta haka ba za a sami ainihin gaskiyar ba.","Àwọn tí wọ́n tẹ̀lé àfojúsùn yìí gbàgbọ́ wípé ohungbogbo nííṣe pẹ̀lú ohun míìrán, nítorí náà kò lè sí òtìtọ́ tí ó jẹ́ pátápátá."
A cikin auren Littafi Mai Tsarki “gyaran” Allah ne saboda gaskiyar cewa “ba kyau mutumin ya kasance shi ɗaya” (Farawa 2:18).,"Nínú Bíbélì ìgbeyàwó jẹ́ ""ìyanjú"" ti Ọlọ́run fún òtítọ́ wípé ""kò dára kí okùnrin náà kí o níkàn ma gbé"" (Jẹnẹsisi 2:18)."
"Kiristocin Kiristoci maza da mata wadanda suke yiwa kasarsu aiki da halaye, mutunci, da girmamawa zasu iya tabbatar da cewa aikin alumma da sukeyi yana samun karbuwa da girmamawa daga Allah Madaukakin Sarki.","Kristiẹni l'ọ́kùnrin àti l'óbìnrin tí wọ́n sin orílẹ̀-èdè wọn pẹ̀lú ìwà, ìbọ̀wọ̀ àti iyìn lè fọkàn balẹ̀ pé iṣẹ́ tí wọ́n ńṣe jẹ́ ìtẹ́wọ́gbà lọ́dọ̀ Ọlọ́run."
"Alhamdu lillahi, albarkacin mutuwa da tashin Yesu Kiristi, rabi na biyu na Romawa 6:23 ta zama gaskiya, “…amma baiwar Allah ita ce rai madawwami cikin Almasihu Yesu Ubangijinmu.”","Ogo ni fun Olorun, tori wipe iku ati ajinde Jesu, gbala keji iwe Romu 6:23 je otito wipe, … Sugbon ebun Olorun ni iye ainipekun nipase Jesé Kristi Oluwa wa."
Ana samun bayanan Jibin Maraice na Ubangiji a cikin Linjila (Matiyu 26:26-29; Markus 14:17-25; Luka 22:7-22; da Yahaya 13:21-30).,Àkọsílẹ̀ Oúnjẹ Alẹ́ Olúwa ni a rí nínú àwọn Ìwé Ìhìnrere (Matteu 26:26-29; Marku 14:17-25; Luku 22:7-22; ati Johannu 13:21-30).
"Wata hujja a kan wannan ra'ayi na shan sigari ita ce, mutane da yawa masu tsoron Allah sun kasance masu shan sigari, kamar sanannen mai wa'azin Biritaniya C.H.","Àríyànjiyàn míìrán tako ìwò sìgá mímu ni wípé ọ̀pọ̀lọpọ̀ àwọn ènìyàn Ọlọ́run ńmu sìgá, bíi gbajúmọ̀ oníwàásù òyìnbó C.H."
"Kowa ya ci, ya kuma sha, ba tare da faɗaka da jikin Ubangiji ba, ya jawo wa kansa hukunci ke nan, ta wurin ci da sha da ya yi” 1 Korantiyawa 11:27-29).","Nítorí ẹnikẹ́ni tí ó bá ńjẹ, tí ó bá sì ńmu láìmọ̀ ara Olúwa yàtọ̀, ó ńmu ẹ̀bi fún ara Rẹ̀"" (2 Kọrinti 11:27-29)."
"Bitrus yayi kyakkyawan daidaituwa tsakanin samun amsa da samun tawali'u: ""Kullum ku zauna a shirye ku ba da amsa ga duk wanda ya tambaye ku dalilin begen nan naku, amma fa da tawali'u da bangirma.""",Peteru ṣe ìwọntúnwọnsì tí ó dára láàrín níní ìdáhùn àti níní ìrẹlẹ.
Akwai darajoji don yin zunubi.,Ìpèlè ẹ̀ṣẹ̀ wà.
Wannan bambancin mai yiwuwa na nufin cewa dabbobin gida/dabbobi “kurwarsu” baya ci gaba da rayuwa bayan mutuwa ba.,Iyato si le je wipe “emi” eranko ko ni lo si orun.
Bayan haka Kristi zai kawo sabuwar sama da sabuwar duniya da Sabuwar Urushalima- madawwami mazaunin masu bi.,"Kristi yóò wàá lànà fún ọ̀run titun, ayé titun, àti Jèrúsálẹ́mù tuntun—ilé ayérayé fún àwọn onígbàgbọ́."
Dukanmu mun aikata zunubi.,Gbogbo wa ni lati se.
Amsa,Idahun
"Lokacin da suka gano cewa ya tsira daga faɗuwar, maƙiyansa suka buge James da kulki har lahira.","Nígbàtí wọn ṣe àwárí wípé òun ye ṣiṣubú náà, àwọn ọ̀tá rẹ̀ lùú pa pẹ̀lú kùmọ̀ kan. Èyí ni a rò wípé ó jẹ́ ibi sóńsó kannàá tí èṣù gbé Jésù lọ ní ìgbà ìdanwò rẹ̀."
Labari mai dadi shine cewa Allah mai ƙauna ya bi mu garin ya kawo mana ceto.,Iroyin ayo ni wipe ife Oluwa ti ranwa lowo lati rawa pada.
"Har ila yau, wasu mutane suna amfani da Wahayin Yahaya 6:10 a matsayin matattarar hujja: shahidai masu tsananin wahala suna kira ga Allah ya rama mutuwar su.","Bákannáà, àwọn ènìyàn ló Ifihan 6:10 gẹ́gẹ̀ bí ọ̀rọ̀ ẹ̀rí: àwọn ajẹ́rìíkú ìpọ́njú ké sí Ọlọ́run láti gbẹ̀san ikú wọn."
"Zai yi kama da duniyarmu ta yanzu, amma ba tare da la'anar zunubi ba.","Ó ṣeé ṣe, ṣùgbọ́n àwa yóò nílò láti dúró láti mọ̀ọ́."
Littafi Mai Tsarki Kalmar Allah ce.,Bíbélì jẹ́ Ọ̀rọ̀ Ọlọ́run.
Koma zuwa shafin gida na Hausa,Pada si oju ewe Yorùbá
"Annabi Ishaya ya rubuta: “ Ubangiji ya saukar mani da ikonsa.Ya zaɓe ni, ya aike ni domin in kawo albishir mai daɗi ga talakawa, in warkar da waɗanda suka karai a zuci, inyi shela kwance ɗaurarru, da kuma ƴanci ga waɗanda ke cikin kurkuku.","Nitorina, bi enikeni wa ba ninu Kristi, o di eda titán: ohun atijo ti koja lo: kiyesi i, nwon si di titán” (2 Korinti 5:17)."
"Allah har yanzu yana yin mu'ujizai masu ban mamaki, alamu, da abubuwan al'ajabi kuma wani lokacin yakan aikata waɗancan mu'ujizai ta wurin Kirista.","Ọlọ́run ṣì ńṣe àwọn ìyanu, àti ìṣẹ́ àmì, tí Òun si ńṣe ìṣẹ́ yìí nípasẹ̀ Kristiẹni kan. Ṣùgbọ́n, àwọn nǹkan wọ̀nyìí lè má jẹ́ àwọn ẹ̀bùn iṣẹ́ ìyanu Ẹ̀mí."
Ba a bukatar tsarin hadaya (Ibrananci 9:25-28).,A kò nílò ètò ìrúbọ mọ́ (Heberu 9:25-28).
Koma zuwa shafin gida na Hausa,Pada si oju ewe Yorùbá
Yi addu'a don hikima yadda zaka iya yi musu hidima (Yakubu 1:5).,Gbàdúrà fún ọgbọ́n nípa ọ̀nà tí ó dárá jùlọ láti ṣe iṣẹ́ ìránṣẹ́ fún wọn (Jakọbu 1:5).
"Dukan halitta ""tana nishi kamar na azabar haihuwa"" (Romawa 8:22) yayin da take jiran cikar shirin Allah da kuma ""'ya'yan Allah da za a bayyana"" (aya 19).","Èròǹgbà wípé àwa yóò jẹ́ ""àwọn ẹ̀mí tí ńfò yíká ọ̀run"" kò bá Bíbélì mu bákannáà."
"Da alama daga rubutun ""talakawa"" Kiristoci wani lokaci ana basu kyaututtuka na banmamaki (12:8-10, 28-30).","Láti ìnú ọ̀rọ̀ yẹn, ó jọ wípé a má ńfún àwọn Kristiẹni ""lásán"" ní àwọn ẹ̀bùn ìyanu (12:8-10, 28-30)."
"Mala'iku ba zasu zama mutane ba, kuma ba zasu taba zama ba.","Ańgẹ́lì ò le di ẹ̀dá ènìyàn, wọn kò tilẹ̀ jẹ́ ẹ̀dá ènìyàn rí."
"Bugu da ƙari, wannan nassi bai faɗi kome ba game da shahidai da ke ganin mutane a duniya; kawai yana cewa sun san sun cancanci adalci kuma suna son Ubangiji ya ɗauki mataki.","Bákannáà, ẹsẹ àyọkà yìí kò sọ ohun kankan nípa àwọn ajẹ́rìíkú wọ́n tí ńrí àwọn ènìyàn ní ilé-ayé; ó kàn ńsọ wípé àwọn mọ̀ wípé àwọn l'ẹ́tọ́ sí ìdájọ́ wọ́n sì fẹ́ kí Ọlúwa gbé ìgbésẹ̀."
"Tsarin mulki hanya ce ta oda abubuwa - gudanarwa, tsari, ko gudanarwa.","Ẹ̀kọ́ nípa bíi Ọlọ́run ṣe ńfi ara Rẹ̀ hàn ní sáà kọ̀ọ̀kan ni ọ̀nà tí a fi lè to nǹkan—ìṣàkóso, ètò tàbí ṣíṣàkóso."
Littafi Mai Tsarki bai yi Allah-wadai da aikin bautar ba.,Bíbélì náà kò bu ẹnu àtẹ́ lu ìṣe níní ẹrú ní pàtó.
"Tunda zane yana da mahimmanci ga mai zane mai hankali, ana bayyana bayyanar zane azaman hujja ga mai zane.","Nítorí wípé àgbékalẹ̀ nílo wípé kí á lo alágbékalẹ̀ tí ó jáfáfá, yíyọjú àgbékalẹ̀ túmọ̀ sí àrídájú fún alágbékalẹ̀."
"Duk da yake a bayyane yake karara cewa babban farin kursiyin shari'a shine hukunci na karshe, Krista basu yarda da yadda ya shafi sauran hukunce-hukuncen da aka ambata a Littafi Mai Tsarki ba, musamman, wadanda za'a yiwa hukunci a babban farin kursiyin hukunci.","Gbogbo ènìyàn ni yóò dúró níwájú Kristi tí yóò sì gba ìdájọ́ fún ìṣe rẹ l'ọ́jọ́ kan. Bí ó ti hàn kedere wípé ìtẹ́ ìdájọ́ funfun ńlá ni ìdájọ́ ìkẹyìn, àwọn onígbàgbọ́ lòdì sí bí ó ti jẹ mọ́ àwọn ìdájọ́ mìíràn tí a mẹ́nu bà nínú Bíbélì, pàápàá jùlọ, ẹnití a ó dá l'ẹ́jọ́ ní ìtẹ́ ìdájọ́ funfun ńlá."
"A cikin littafin Ayyukan Manzanni da wasiƙu, yawancin mu'ujizai manzanni ne da maƙwabtansu suke yin su.","Nínú ìwé Ìṣe àwọn Apọsteli àti àwọn Ẹpistili, ọ̀pọ̀lọpọ̀ àwọn iṣẹ́ ìyanu ni a ṣe nípasẹ̀ àwọn apọsteli àti àwọn tí ó súnmọ́ wọn."
Gaskiyar cewa Hawwa’u ce aka ruɗar ta zama wani dalili ga mata kar su zama fastoci ko samun ikon ruhaniya a bisa mazaje.,"Nitori pe won tan Efa, eyi fi han naa wipe awon arabirin o le je oluko tabi ni ipase lori okonrin."
"Duk da yake Ka'idar Zane mai Hankali baya daukar matakin gano asalin bayanan sirri (walau Allah ne ko UFO ko wani abu daban), yawancin masu kirkirar Ka'idojin Fasaha su ne masanan.","Nígbàtí ẹ̀kọ́ Iṣẹ́ àkànṣe Tí ó mọ́pọlọ dání kò jọ wípé ó dá orísun ọgbọ́n mọ̀ (bóyá Ọlọ̀run ni tàbí àwọn UFO tàbí nǹkan míìrán), ọ̀pọ̀ nínú àwọn ẹlẹ́kọ́ nípa Iṣẹ́ àkànṣe Tí ó mọ́pọlọ dání jẹ́ ẹ̀kọ́ wípé Ọlọ́run wà."
"Kamar Allah, Ruhu Mai yakan iya aiki da gaske a matsayin mai Ta’azziya da Mashawarci da Yesu ya alƙawarta zai zama (Yahaya 14:16,26; 15:26).","Bi Olorun, Emi Mimo je olutunnu ati oluko ni ti Jesu wipe ohun yio je (Johannu 14:16, 26;15:26)."
Babu ƙarairai ko abin da an ɗauka an gani ko ji da zai sauya mutane ta hanyar da tashin matattu yayi.,"Bi o ba je iro tabi a n ro, ko si ohun ti o le yi oj okan pada gege bi ajinde re."
Littafi Mai Tsarki bai taɓa magana game da batun zubar da ciki ba.,Bíbélì kò sọ nípa oyún ṣíṣẹ́ ní pàtó.
"Saboda haka bisa ga ra'ayin littafi, aljannu mala'iku ne da suka faɗi, waɗanda, tare da Shaiɗan, suka zaɓi su yi wa Allah tawaye.","A si lé e si ile aiyé, a si le àwọn angeli rẹ̀ jade pẹ̀lú rẹ̀."""
"“Sai mu ma mu yar da dukkan abin da ya nauyaya mana, da kuma zunubin da ya ɗafe mana, mu kuma yi tseren nan da yake gabanmu tare da jimiri.” Saboda bangaskiya da jimirin muminai waɗanda suka gabace mu, an hure mu mu ci gaba da bin tafarkinmu na bangaskiyarmu.","Nítorí ìgbàgbọ́ àti ìfaradà àwọn onígbàgbọ́ tó ṣaájú wa lọ, à ní ìmísí láti dúró ṣinṣin nínú eré ìje ìgbàgbọ́ wa."
Yana yi wa waɗanda suka ƙi shi koyaushe (Romawa 1:24-32).,Òun máa ńṣe èyí fún àwọn tí wọn ńtẹ́sìwájú láti kọ̀ọ́ (Romu 1:24–32).
Yin biyayya ba mummunar magana.,Ìtẹríba kìí ṣe ọ̀rọ̀ kan tí ó burú.
"Littafi na ƙunshe da gargaɗai da yawa game da shan barasa (Littafin Firistoci 10:9; Littafin Lissafi 6:3; Maimaitawar Shari’a 29:6; Littafin Mahukunta 13:4,7,14; 1Samuila 1:15; Misalai 20:1; 31:4,6; Ishaya 5:11,22;24:9;28:7;29:9;56:12; Mika 2:11; Luka 1:15).","Iwe mimo ni orisirisi ohun ikilo fun oti mimu (Lefitiku 10;9, Numeri 6;3, Deuteronomi 29;6, Onidajo 13;4, 7;14, 1 Samueli 1;15, Owe 20;1, 31;4;6, Isaiah 5;11,22;24;9, 28;7, 29;9, 56;12, Mika 2;11, Luku 1;15)."
"Wace nan addu’a, hanya ce mai sauƙi a furta ga Allah bangaskiyarka a cikin Sa kuma ka gode masa don ya tanadar maka da ceto.","Ohun ti o ni lati se nipe, ki o beere fun idariji lati owo Olorun nipase Jesu Kristi, pelu igbagbo pe Jesé ku lati gba idarijifun o- yio si dariji o!"
Ko ka yanke shawara domin Kiristi saboda abin da ka karanta anan?,Bibeli ko w ape ise rere owo wa ko le je ohun ti ere lowo Olowa.
"Yanzu zamu iya zaɓan ko muyi zunubanmu na kanmu saboda muna da ikon tsayayya da zunubi ta wurin Ruhu Mai Tsarki wanda yake zaune a cikinmu, yana tsarkake mu kuma yana yanke mana laifofinmu idan muka aikata su (Romawa 8:9-11).","Pẹ̀lú ọkàn ọpẹ́, a ti kan gbogbo ẹ̀ṣẹ̀ àjogúnbá, ẹ̀ṣẹ̀ ìkàsíni l'ọ́rùn, àti ẹ̀ṣẹ̀ ara-ẹni mọ́ àgbélèbú Jésù, nísisìnyí pẹ̀lú ìgbàgbọ́ nínú Jésù Kristi gẹ́gẹ́ bí Olùgbàlà ""àwa ní ìràpadà nípa ẹ̀jẹ̀ Rẹ̀, ìdáríjì ẹ̀ṣẹ̀ wa, gẹ́gẹ́ bí ọ̀rọ̀ ore-òfẹ́ Rẹ̀"" (Efesu 1:7)."
"Zuwa yanzu, mafi yawan binciken sharuɗɗa akan intanet suna da alaƙa da batsa.","L'ọ́nà tí ó gbòòrò, púpọ̀ nínú àwọn ohun tí àwọn ènìyàn ńwá lórí ayélujáre ló ní íṣe pẹ̀lú wíwo àwòrán ènìyàn ní ìhòhò."
"Afisawa 2:8 tana shela,” Domin ta wurin alheri ne aka cece ku saboda bangaskiya- wannan kuwa ba ƙoƙarin kanku bane, baiwa ce ta Allah.”","Efesu 2; 8 wipe, “Nitori ore-ofe li a ti fi gba nyin la nipa igbagbo, ati eyi ni ki ise ti enyin tikaranyin, ebun Olorun ni.”"
